Jour,Susceptible,Exposed,Infected,recovered
0,19970,10,20,0
1,19959,15,23,3
2,19944,21,26,9
3,19927,31,29,13
4,19912,33,41,14
5,19883,50,48,19
6,19848,65,63,24
7,19802,89,76,33
8,19734,126,96,44
9,19662,147,135,56
10,19559,185,187,69
11,19432,250,224,94
12,19259,330,295,116
13,19056,405,375,164
14,18811,495,487,207
15,18474,637,630,259
16,18040,821,794,345
17,17540,1039,962,459
18,16963,1232,1217,588
19,16238,1491,1524,747
20,15389,1778,1896,937
21,14417,2078,2324,1181
22,13272,2442,2773,1513
23,12021,2800,3341,1838
24,10683,3086,3963,2268
25,9320,3290,4588,2802
26,7943,3460,5168,3429
27,6639,3508,5735,4118
28,5461,3405,6282,4852
29,4368,3284,6674,5674
30,3478,3032,6950,6540
31,2766,2731,7013,7490
32,2184,2407,7029,8380
33,1735,2071,6910,9284
34,1400,1723,6667,10210
35,1104,1463,6310,11123
36,931,1204,5920,11945
37,820,980,5503,12697
38,723,825,5071,13381
39,640,667,4670,14023
40,611,529,4231,14629
41,574,425,3830,15171
42,559,347,3431,15663
43,548,295,3081,16076
44,533,272,2751,16444
45,533,234,2506,16727
46,552,182,2258,17008
47,566,157,2017,17260
48,597,136,1802,17465
49,621,137,1589,17653
50,642,119,1432,17807
51,670,112,1272,17946
52,696,110,1120,18074
53,735,98,1030,18137
54,773,97,922,18208
55,818,79,823,18280
56,879,64,716,18341
57,921,46,655,18378
58,965,48,579,18408
59,1014,43,514,18429
60,1063,48,436,18453
61,1110,51,384,18455
62,1176,45,359,18420
63,1215,32,340,18413
64,1256,33,301,18410
65,1322,29,261,18388
66,1378,23,238,18361
67,1439,29,211,18321
68,1496,34,195,18275
69,1551,37,178,18234
70,1598,38,162,18202
71,1662,29,153,18156
72,1715,33,134,18118
73,1781,24,128,18067
74,1823,25,116,18036
75,1869,28,101,18002
76,1915,24,98,17963
77,1971,26,85,17918
78,2025,20,73,17882
79,2073,18,68,17841
80,2131,11,68,17790
81,2188,10,62,17740
82,2234,12,54,17700
83,2287,8,52,17653
84,2331,11,49,17609
85,2378,10,49,17563
86,2426,8,43,17523
87,2464,9,42,17485
88,2527,10,40,17423
89,2567,13,38,17382
90,2621,10,35,17334
91,2669,7,34,17290
92,2719,7,38,17236
93,2757,9,35,17199
94,2804,10,34,17152
95,2846,10,35,17109
96,2885,11,32,17072
97,2937,9,27,17027
98,2977,9,28,16986
99,3028,8,27,16937
100,3081,8,21,16890
101,3135,5,22,16838
102,3184,7,24,16785
103,3232,7,24,16737
104,3270,9,25,16696
105,3308,7,28,16657
106,3362,9,29,16600
107,3403,7,29,16561
108,3442,10,28,16520
109,3496,9,29,16466
110,3546,11,29,16414
111,3588,11,27,16374
112,3643,7,27,16323
113,3694,12,26,16268
114,3729,12,25,16234
115,3779,10,28,16183
116,3831,10,26,16133
117,3876,6,24,16094
118,3928,7,21,16044
119,3966,8,19,16007
120,4013,6,21,15960
121,4053,6,25,15916
122,4095,9,22,15874
123,4134,9,22,15835
124,4181,9,25,15785
125,4231,9,26,15734
126,4277,11,25,15687
127,4309,14,23,15654
128,4345,14,22,15619
129,4387,11,21,15581
130,4419,9,23,15549
131,4469,10,24,15497
132,4503,12,20,15465
133,4544,14,21,15421
134,4591,12,20,15377
135,4636,8,21,15335
136,4687,11,20,15282
137,4712,16,21,15251
138,4767,11,26,15196
139,4806,14,21,15159
140,4847,13,22,15118
141,4884,16,20,15080
142,4929,10,26,15035
143,4971,10,24,14995
144,5011,12,23,14954
145,5047,8,25,14920
146,5078,12,24,14886
147,5111,10,26,14853
148,5148,5,30,14817
149,5172,9,29,14790
150,5218,10,25,14747
151,5251,10,23,14716
152,5291,12,22,14675
153,5330,12,22,14636
154,5375,12,24,14589
155,5420,15,27,14538
156,5465,13,27,14495
157,5498,15,28,14459
158,5544,14,30,14412
159,5575,15,31,14379
160,5610,14,33,14343
161,5651,16,33,14300
162,5686,15,34,14265
163,5716,13,37,14234
164,5747,12,39,14202
165,5776,13,37,14174
166,5809,13,40,14138
167,5847,17,40,14096
168,5880,20,40,14060
169,5920,19,38,14023
170,5946,13,46,13995
171,5992,13,48,13947
