Jour,Susceptible,Exposed,Infected,recovered
0,19965,15,20,0
1,19941,33,26,0
2,19924,41,33,2
3,19893,57,43,7
4,19861,66,62,11
5,19820,80,78,22
6,19755,116,98,31
7,19690,126,142,42
8,19608,151,173,68
9,19485,212,204,99
10,19358,256,260,126
11,19166,352,329,153
12,18930,439,438,193
13,18627,560,573,240
14,18264,691,747,298
15,17784,905,919,392
16,17207,1136,1136,521
17,16558,1340,1442,660
18,15744,1632,1785,839
19,14789,1954,2186,1071
20,13735,2279,2618,1368
21,12600,2564,3111,1725
22,11266,2943,3643,2148
23,9952,3150,4265,2633
24,8575,3347,4918,3160
25,7197,3464,5540,3799
26,5900,3511,6087,4502
27,4796,3415,6509,5280
28,3788,3229,6942,6041
29,3042,2925,7100,6933
30,2404,2577,7100,7919
31,1909,2212,7010,8869
32,1530,1886,6782,9802
33,1214,1606,6512,10668
34,999,1357,6133,11511
35,834,1127,5753,12286
36,739,925,5317,13019
37,672,751,4896,13681
38,599,621,4518,14262
39,563,500,4109,14828
40,506,427,3750,15317
41,498,349,3387,15766
42,494,292,2987,16227
43,495,233,2660,16612
44,511,201,2349,16939
45,523,175,2115,17187
46,546,148,1900,17406
47,580,129,1679,17612
48,610,107,1497,17786
49,633,97,1324,17946
50,674,96,1179,18051
51,696,88,1063,18153
52,738,81,958,18223
53,784,72,856,18288
54,825,66,761,18348
55,875,58,687,18380
56,920,53,612,18415
57,964,43,552,18441
58,1014,47,481,18458
59,1070,39,431,18460
60,1122,39,381,18458
61,1176,35,330,18459
62,1228,35,288,18449
63,1283,39,270,18408
64,1336,36,245,18383
65,1374,35,228,18363
66,1430,31,209,18330
67,1481,31,190,18298
68,1552,21,172,18255
69,1603,21,153,18223
70,1648,19,140,18193
71,1702,18,127,18153
72,1756,26,109,18109
73,1819,24,103,18054
74,1873,20,94,18013
75,1923,20,89,17968
76,1971,19,80,17930
77,2008,19,75,17898
78,2056,17,76,17851
79,2104,21,67,17808
80,2150,14,70,17766
81,2199,14,63,17724
82,2255,12,59,17674
83,2310,8,54,17628
84,2367,12,52,17569
85,2423,11,48,17518
86,2477,10,49,17464
87,2536,10,49,17405
88,2578,10,49,17363
89,2630,9,42,17319
90,2684,8,42,17266
91,2739,8,32,17221
92,2792,7,32,17169
93,2842,7,28,17123
94,2897,5,31,17067
95,2947,4,32,17017
96,3000,6,29,16965
97,3059,7,28,16906
98,3105,8,27,16860
99,3164,9,26,16801
100,3213,9,26,16752
101,3262,7,28,16703
102,3294,9,28,16669
103,3347,8,26,16619
104,3399,8,23,16570
105,3448,4,27,16521
106,3491,10,20,16479
107,3548,7,21,16424
108,3596,11,20,16373
109,3648,6,22,16324
110,3695,6,20,16279
111,3730,4,21,16245
112,3774,7,20,16199
113,3820,6,21,16153
114,3862,10,19,16109
115,3910,5,22,16063
116,3954,5,23,16018
117,3996,5,22,15977
118,4030,6,22,15942
119,4072,10,20,15898
120,4113,10,22,15855
121,4155,8,21,15816
122,4187,9,21,15783
123,4237,6,22,15735
124,4291,7,20,15682
125,4340,8,15,15637
126,4389,7,14,15590
127,4437,7,16,15540
128,4479,6,17,15498
129,4516,7,17,15460
130,4566,8,16,15410
131,4615,6,18,15361
132,4647,7,16,15330
133,4691,6,18,15285
134,4758,3,18,15221
135,4801,7,17,15175
136,4848,6,16,15130
137,4902,6,18,15074
138,4941,5,17,15037
139,5000,2,18,14980
140,5041,1,15,14943
141,5082,1,14,14903
142,5108,4,11,14877
143,5157,7,10,14826
144,5189,7,13,14791
145,5231,8,12,14749
146,5271,8,16,14705
147,5302,8,18,14672
148,5350,10,20,14620
149,5404,10,21,14565
150,5442,7,21,14530
151,5469,8,20,14503
152,5521,8,20,14451
153,5553,10,22,14415
154,5587,9,26,14378
155,5615,12,25,14348
156,5658,13,28,14301
157,5697,12,31,14260
158,5728,18,31,14223
159,5766,17,35,14182
160,5802,22,33,14143
161,5837,15,42,14106
162,5872,16,45,14067
163,5901,13,45,14041
164,5940,16,43,14001
165,5971,23,46,13960
166,6004,26,50,13920
167,6028,21,54,13897
168,6054,19,49,13878
169,6077,22,53,13848
170,6117,17,58,13808
171,6140,19,56,13785
172,6159,24,60,13757
173,6184,24,63,13729
174,6212,25,68,13695
175,6238,33,69,13660
176,6272,29,79,13620
177,6295,41,81,13583
178,6317,41,95,13547
179,6343,50,83,13524
180,6362,46,88,13504
181,6378,42,101,13479
182,6400,49,99,13452
183,6404,52,108,13436
184,6417,50,111,13422
185,6415,72,105,13408
186,6426,73,121,13380
187,6439,60,137,13364
188,6454,67,141,13338
189,6462,78,149,13311
190,6478,89,156,13277
191,6477,103,157,13263
192,6476,116,164,13244
193,6482,101,189,13228
194,6458,118,200,13224
195,6450,122,212,13216
196,6437,125,225,13213
197,6413,134,253,13200
198,6389,155,267,13189
199,6366,144,297,13193
200,6335,169,306,13190
201,6308,176,316,13200
202,6290,184,339,13187
203,6273,175,363,13189
204,6237,197,367,13199
205,6207,203,387,13203
206,6163,214,403,13220
207,6150,200,413,13237
208,6083,225,428,13264
209,6028,229,463,13280
210,5949,254,499,13298
211,5908,246,533,13313
212,5832,263,556,13349
213,5778,281,554,13387
214,5713,288,576,13423
215,5615,322,596,13467
216,5552,315,623,13510
217,5481,299,672,13548
218,5411,314,681,13594
219,5332,331,720,13617
220,5252,329,780,13639
221,5168,337,821,13674
222,5064,374,835,13727
223,4961,397,864,13778
224,4886,375,925,13814
225,4775,409,926,13890
226,4644,451,954,13951
227,4540,448,998,14014
228,4439,413,1048,14100
229,4348,409,1054,14189
230,4253,400,1055,14292
231,4138,433,1028,14401
232,4035,408,1043,14514
233,3942,411,1059,14588
234,3863,407,1048,14682
235,3784,396,1052,14768
236,3692,409,1039,14860
237,3623,392,1040,14945
238,3540,381,1059,15020
239,3460,374,1067,15099
240,3383,372,1058,15187
241,3334,364,1026,15276
242,3279,363,1002,15356
243,3202,372,986,15440
244,3164,362,975,15499
245,3141,350,978,15531
246,3090,348,935,15627
247,3057,329,915,15699
248,3040,302,906,15752
249,3017,278,882,15823
250,2994,277,870,15859
251,2993,267,850,15890
252,2969,275,818,15938
253,2974,233,817,15976
254,2986,232,772,16010
255,2967,215,750,16068
256,2975,207,723,16095
257,2969,210,709,16112
258,2985,197,700,16118
259,2994,190,683,16133
260,2996,185,678,16141
261,3015,199,642,16144
262,3017,188,631,16164
263,3029,175,622,16174
264,3062,168,610,16160
265,3064,200,571,16165
266,3053,203,569,16175
267,3053,195,576,16176
268,3083,183,574,16160
269,3112,175,569,16144
270,3114,185,555,16146
271,3133,176,556,16135
272,3152,176,544,16128
273,3176,161,532,16131
274,3192,164,526,16118
275,3226,161,511,16102
276,3246,153,499,16102
277,3260,157,475,16108
278,3285,171,470,16074
279,3315,161,463,16061
280,3331,168,455,16046
281,3369,148,459,16024
282,3386,156,440,16018
283,3421,147,420,16012
284,3437,155,409,15999
285,3442,163,416,15979
286,3495,148,418,15939
287,3533,151,412,15904
288,3557,150,398,15895
289,3580,139,392,15889
290,3620,131,392,15857
291,3679,131,374,15816
292,3717,123,364,15796
293,3729,134,359,15778
294,3772,123,362,15743
295,3813,129,360,15698
296,3839,140,350,15671
297,3902,121,344,15633
298,3942,122,344,15592
299,3983,121,339,15557
300,4020,124,323,15533
301,4074,135,311,15480
302,4132,141,308,15419
303,4177,139,322,15362
304,4219,154,318,15309
305,4270,131,336,15263
306,4312,128,337,15223
307,4341,116,350,15193
308,4353,139,357,15151
309,4395,143,357,15105
310,4424,154,349,15073
311,4469,140,355,15036
312,4489,154,346,15011
313,4529,143,357,14971
314,4578,162,344,14916
315,4623,143,359,14875
316,4656,155,362,14827
317,4679,159,368,14794
318,4712,140,388,14760
319,4727,159,372,14742
320,4731,174,359,14736
321,4783,157,360,14700
322,4786,163,381,14670
323,4824,158,393,14625
324,4841,171,402,14586
325,4838,189,398,14575
326,4848,190,418,14544
327,4834,192,426,14548
328,4827,180,455,14538
329,4835,196,445,14524
330,4834,196,462,14508
331,4839,200,474,14487
332,4827,204,459,14510
333,4812,212,459,14517
334,4839,193,475,14493
335,4822,231,476,14471
336,4820,238,502,14440
337,4807,245,511,14437
338,4795,242,523,14440
339,4804,260,530,14406
340,4813,249,563,14375
341,4821,248,569,14362
342,4854,248,563,14335
343,4851,247,583,14319
344,4832,269,578,14321
345,4829,243,610,14318
346,4794,261,610,14335
347,4760,247,650,14343
348,4727,261,653,14359
349,4700,264,646,14390
350,4676,265,678,14381
351,4641,291,669,14399
352,4615,308,653,14424
353,4572,316,674,14438
354,4559,292,695,14454
355,4537,288,717,14458
356,4519,282,718,14481
357,4519,272,731,14478
358,4484,298,716,14502
359,4479,286,735,14500
360,4453,306,742,14499
361,4436,311,768,14485
362,4415,306,800,14479
363,4379,316,800,14505
364,4384,298,832,14486
365,4363,310,836,14491
366,4334,324,829,14513
367,4297,327,840,14536
368,4268,318,848,14566
369,4220,327,833,14620
370,4193,335,852,14620
371,4157,349,823,14671
372,4136,353,818,14693
373,4098,338,845,14719
374,4053,346,851,14750
375,4044,334,851,14771
376,4006,316,862,14816
377,3975,314,888,14823
378,3935,313,891,14861
379,3896,318,882,14904
380,3869,345,881,14905
381,3842,327,907,14924
382,3825,317,917,14941
383,3782,334,905,14979
384,3760,323,912,15005
385,3745,312,907,15036
386,3715,322,893,15070
387,3694,316,907,15083
388,3677,326,888,15109
389,3680,319,870,15131
390,3662,310,870,15158
391,3650,296,857,15197
392,3623,321,827,15229
393,3630,314,824,15232
394,3640,297,812,15251
395,3636,289,807,15268
396,3647,287,783,15283
397,3633,280,797,15290
398,3629,267,793,15311
399,3639,267,774,15320
400,3610,281,751,15358
401,3616,269,755,15360
402,3642,245,759,15354
403,3641,244,754,15361
404,3638,231,758,15373
405,3634,241,752,15373
406,3630,224,763,15383
407,3649,244,736,15371
408,3664,248,714,15374
409,3676,237,706,15381
410,3679,235,699,15387
411,3676,231,694,15399
412,3690,237,680,15393
413,3723,221,677,15379
414,3749,213,660,15378
415,3751,222,652,15375
416,3772,219,637,15372
417,3827,207,622,15344
418,3853,224,600,15323
419,3887,204,602,15307
420,3884,215,596,15305
421,3918,198,589,15295
422,3919,211,584,15286
423,3928,205,600,15267
424,3957,203,593,15247
425,3971,203,577,15249
426,3985,207,559,15249
427,3988,214,574,15224
428,4017,201,583,15199
429,4024,203,572,15201
430,4047,220,542,15191
431,4061,227,545,15167
432,4095,216,559,15130
433,4109,205,567,15119
434,4119,225,560,15096
435,4112,226,571,15091
436,4117,219,571,15093
437,4124,219,566,15091
438,4152,230,564,15054
439,4180,234,554,15032
440,4197,235,552,15016
441,4219,215,572,14994
442,4228,227,552,14993
443,4237,219,569,14975
444,4244,200,590,14966
445,4255,221,590,14934
446,4268,216,593,14923
447,4271,227,593,14909
448,4269,237,590,14904
449,4291,226,600,14883
450,4303,232,606,14859
451,4301,239,603,14857
452,4315,251,593,14841
453,4278,267,597,14858
454,4285,250,606,14859
455,4302,248,610,14840
456,4295,253,621,14831
457,4308,245,619,14828
458,4314,252,629,14805
459,4296,264,644,14796
460,4301,268,635,14796
461,4291,271,639,14799
462,4294,280,647,14779
463,4288,284,646,14782
464,4262,305,675,14758
465,4225,299,697,14779
466,4198,298,718,14786
467,4175,284,754,14787
468,4163,289,723,14825
469,4147,286,728,14839
470,4149,282,714,14855
471,4118,277,722,14883
472,4121,288,702,14889
473,4096,296,715,14893
474,4071,282,721,14926
475,4087,279,708,14926
476,4048,285,735,14932
477,4057,248,754,14941
478,4034,259,735,14972
479,4043,266,722,14969
480,4028,295,699,14978
481,4016,277,718,14989
482,3992,280,717,15011
483,3972,264,727,15037
484,3950,268,718,15064
485,3959,264,714,15063
486,3974,235,703,15088
487,3964,245,701,15090
488,3953,260,691,15096
489,3953,246,707,15094
490,3942,264,704,15090
491,3904,287,713,15096
492,3905,267,718,15110
493,3909,265,726,15100
494,3878,281,725,15116
495,3889,265,729,15117
496,3889,290,697,15124
497,3890,284,697,15129
498,3883,278,713,15126
499,3872,278,707,15143
500,3863,269,718,15150
501,3882,254,703,15161
502,3889,256,709,15146
503,3876,249,706,15169
504,3851,265,711,15173
505,3879,237,713,15171
506,3888,231,706,15175
507,3896,229,696,15179
508,3898,247,692,15163
509,3881,258,688,15173
510,3903,242,699,15156
511,3885,252,694,15169
512,3892,250,700,15158
513,3870,254,706,15170
514,3873,256,710,15161
515,3876,251,707,15166
516,3877,253,711,15159
517,3857,270,706,15167
518,3859,264,722,15155
519,3828,287,730,15155
520,3843,255,738,15164
521,3826,262,729,15183
522,3825,248,729,15198
523,3820,257,721,15202
524,3807,259,708,15226
525,3816,260,685,15239
526,3808,264,683,15245
527,3828,255,672,15245
528,3832,253,665,15250
529,3836,242,665,15257
530,3878,225,666,15231
531,3880,242,642,15236
532,3909,231,650,15210
533,3900,245,626,15229
534,3896,233,619,15252
535,3893,236,624,15247
536,3906,251,629,15214
537,3936,233,648,15183
538,3939,248,642,15171
539,3950,257,634,15159
540,3956,254,646,15144
541,3967,249,637,15147
542,3974,254,627,15145
543,3963,276,628,15133
544,3979,264,639,15118
545,3990,261,645,15104
546,3991,238,664,15107
547,4014,235,644,15107
548,4037,231,627,15105
549,4044,236,611,15109
550,4051,229,606,15114
551,4073,225,587,15115
552,4080,221,591,15108
553,4097,198,600,15105
554,4120,220,586,15074
555,4118,234,591,15057
556,4129,225,602,15044
557,4121,228,613,15038
558,4130,212,624,15034
559,4114,240,610,15036
560,4113,232,617,15038
561,4096,255,595,15054
562,4099,260,601,15040
563,4091,236,634,15039
564,4103,238,631,15028
565,4113,233,626,15028
566,4113,233,623,15031
567,4117,238,611,15034
568,4124,247,598,15031
569,4109,258,621,15012
570,4142,242,619,14997
571,4132,244,631,14993
572,4128,252,632,14988
573,4125,239,654,14982
574,4119,229,666,14986
575,4102,248,653,14997
576,4121,236,660,14983
577,4123,252,654,14971
578,4127,250,640,14983
579,4111,256,657,14976
580,4111,236,659,14994
581,4108,234,663,14995
582,4097,235,661,15007
583,4112,218,659,15011
584,4096,251,635,15018
585,4096,237,649,15018
586,4096,241,631,15032
587,4113,232,650,15005
588,4109,244,643,15004
589,4120,229,636,15015
590,4135,231,628,15006
591,4144,237,622,14997
592,4158,242,593,15007
593,4169,243,583,15005
594,4189,229,593,14989
595,4184,259,571,14986
596,4195,247,596,14962
597,4191,273,594,14942
598,4202,251,618,14929
599,4229,235,607,14929
600,4260,245,597,14898
601,4277,245,613,14865
602,4274,237,622,14867
603,4272,255,622,14851
604,4289,231,638,14842
605,4299,245,624,14832
606,4318,246,630,14806
607,4318,253,630,14799
608,4305,267,635,14793
609,4292,268,631,14809
610,4290,262,647,14801
611,4289,254,661,14796
612,4291,271,656,14782
613,4299,255,665,14781
614,4302,264,672,14762
615,4307,257,662,14774
616,4304,243,660,14793
617,4308,225,682,14785
618,4309,239,691,14761
619,4287,251,684,14778
620,4286,251,677,14786
621,4289,242,692,14777
622,4280,273,682,14765
623,4272,283,690,14755
624,4250,281,705,14764
625,4229,293,716,14762
626,4218,260,763,14759
627,4205,279,751,14765
628,4196,301,740,14763
629,4195,296,757,14752
630,4170,302,772,14756
631,4170,283,779,14768
632,4165,313,762,14760
633,4132,337,782,14749
634,4126,325,800,14749
635,4117,308,816,14759
636,4095,307,817,14781
637,4096,317,785,14802
638,4097,288,802,14813
639,4097,291,782,14830
640,4064,291,778,14867
641,4053,304,781,14862
642,4052,290,783,14875
643,4027,302,784,14887
644,4030,278,791,14901
645,4000,301,781,14918
646,3987,293,799,14921
647,3957,313,801,14929
648,3941,315,813,14931
649,3908,315,781,14996
650,3880,322,774,15024
651,3859,322,775,15044
652,3868,331,782,15019
653,3876,300,795,15029
654,3863,303,783,15051
655,3850,317,781,15052
