Jour,Susceptible,Exposed,Infected,recovered
0,19965,15,20,0
1,19945,27,27,1
2,19925,33,39,3
3,19898,44,50,8
4,19875,50,60,15
5,19850,53,70,27
6,19807,77,78,38
7,19767,87,96,50
8,19707,117,112,64
9,19640,143,134,83
10,19548,181,176,95
11,19424,234,218,124
12,19284,284,285,147
13,19098,367,353,182
14,18861,476,419,244
15,18575,595,523,307
16,18216,715,699,370
17,17809,844,887,460
18,17294,1053,1084,569
19,16694,1276,1328,702
20,15948,1558,1610,884
21,15128,1814,1960,1098
22,14107,2175,2369,1349
23,13001,2467,2862,1670
24,11789,2782,3413,2016
25,10446,3083,4003,2468
26,9107,3227,4653,3013
27,7745,3396,5210,3649
28,6442,3473,5741,4344
29,5318,3356,6193,5133
30,4350,3188,6528,5934
31,3509,2905,6853,6733
32,2743,2633,6946,7678
33,2160,2356,6959,8525
34,1721,2009,6902,9368
35,1396,1718,6669,10217
36,1174,1413,6353,11060
37,967,1224,5948,11861
38,844,987,5551,12618
39,748,813,5117,13322
40,671,678,4674,13977
41,627,557,4238,14578
42,571,483,3833,15113
43,539,400,3439,15622
44,541,321,3107,16031
45,542,268,2777,16413
46,550,222,2493,16735
47,574,198,2213,17015
48,603,164,1961,17272
49,605,166,1727,17502
50,637,127,1552,17684
51,686,109,1379,17826
52,735,101,1231,17933
53,774,98,1088,18040
54,809,90,977,18124
55,873,94,866,18167
56,905,86,787,18222
57,961,79,702,18258
58,1039,80,634,18247
59,1086,81,580,18253
60,1128,80,540,18252
61,1176,76,498,18250
62,1210,72,461,18257
63,1259,73,434,18234
64,1317,63,387,18233
65,1348,64,349,18239
66,1399,57,335,18209
67,1458,44,315,18183
68,1508,41,291,18160
69,1566,42,259,18133
70,1603,43,247,18107
71,1649,40,228,18083
72,1695,39,215,18051
73,1742,34,200,18024
74,1799,27,181,17993
75,1852,27,159,17962
76,1900,27,147,17926
77,1948,30,139,17883
78,1978,35,131,17856
79,2025,38,126,17811
80,2090,25,128,17757
81,2142,27,117,17714
82,2202,18,111,17669
83,2266,22,100,17612
84,2312,23,101,17564
85,2370,20,100,17510
86,2424,23,90,17463
87,2490,20,80,17410
88,2541,24,71,17364
89,2588,23,76,17313
90,2644,20,74,17262
91,2694,19,65,17222
92,2742,16,64,17178
93,2796,16,52,17136
94,2848,17,46,17089
95,2905,12,45,17038
96,2963,12,40,16985
97,3029,10,38,16923
98,3081,9,37,16873
99,3135,11,34,16820
100,3186,14,31,16769
101,3234,18,26,16722
102,3293,14,32,16661
103,3344,12,33,16611
104,3386,15,33,16566
