Jour,Susceptible,Exposed,Infected,recovered
0,19965,15,20,0
1,19952,24,22,2
2,19935,34,27,4
3,19913,43,39,5
4,19889,44,55,12
5,19849,66,70,15
6,19797,89,90,24
7,19745,113,106,36
8,19679,136,136,49
9,19566,198,168,68
10,19444,249,216,91
11,19299,297,290,114
12,19107,390,341,162
13,18871,492,429,208
14,18570,611,542,277
15,18233,708,692,367
16,17755,936,845,464
17,17234,1085,1096,585
18,16553,1369,1331,747
19,15817,1587,1670,926
20,14934,1894,2044,1128
21,13949,2150,2495,1406
22,12767,2509,2982,1742
23,11562,2774,3530,2134
24,10245,3069,4097,2589
25,8915,3303,4656,3126
26,7536,3536,5208,3720
27,6272,3522,5799,4407
28,5145,3403,6284,5168
29,4120,3229,6668,5983
30,3267,2942,6944,6847
31,2571,2656,7049,7724
32,2055,2308,7013,8624
33,1639,1986,6883,9492
34,1320,1709,6546,10425
35,1081,1439,6227,11253
36,902,1177,5848,12073
37,772,960,5452,12816
38,690,761,5050,13499
39,646,607,4635,14112
40,602,507,4197,14694
41,580,402,3820,15198
42,562,333,3428,15677
43,554,274,3082,16090
44,561,219,2734,16486
45,564,208,2436,16792
46,575,197,2146,17082
47,613,171,1918,17298
48,649,139,1702,17510
49,656,123,1533,17688
50,674,109,1344,17873
51,718,93,1205,17984
52,772,81,1079,18068
53,819,74,948,18159
54,868,66,851,18215
55,913,58,781,18248
56,945,63,706,18286
57,982,73,606,18339
58,1029,68,562,18341
59,1075,65,502,18358
60,1108,58,471,18363
61,1146,54,437,18363
62,1191,53,392,18364
63,1246,47,360,18347
64,1285,50,332,18333
65,1322,50,310,18318
66,1377,40,296,18287
67,1432,41,268,18259
68,1493,33,245,18229
69,1548,39,213,18200
70,1600,30,198,18172
71,1649,29,178,18144
72,1699,30,158,18113
73,1771,27,151,18051
74,1817,32,135,18016
75,1880,25,127,17968
76,1952,23,115,17910
77,2011,22,105,17862
78,2056,24,94,17826
79,2110,26,91,17773
80,2177,24,75,17724
81,2234,16,67,17683
82,2278,19,60,17643
83,2354,18,57,17571
84,2409,13,55,17523
85,2471,18,48,17463
86,2517,14,47,17422
87,2573,14,49,17364
88,2623,7,49,17321
89,2679,8,45,17268
90,2725,14,36,17225
91,2784,14,34,17168
92,2850,11,32,17107
93,2903,9,30,17058
94,2956,6,28,17010
95,3006,5,22,16967
96,3043,7,21,16929
97,3093,7,23,16877
98,3137,9,22,16832
99,3181,9,25,16785
100,3223,12,22,16743
