Jour,Susceptible,Exposed,Infected,recovered
0,19964,16,20,0
1,19954,16,30,0
2,19935,31,34,0
3,19913,42,39,6
4,19876,61,53,10
5,19837,75,71,17
6,19788,94,93,25
7,19718,134,106,42
8,19649,146,148,57
9,19547,184,185,84
10,19435,213,244,108
11,19258,315,286,141
12,19049,392,374,185
13,18822,460,469,249
14,18501,604,586,309
15,18113,744,739,404
16,17638,922,932,508
17,17051,1151,1166,632
18,16382,1391,1452,775
19,15605,1638,1785,972
20,14635,2005,2154,1206
21,13564,2333,2582,1521
22,12393,2689,3066,1852
23,11104,2987,3653,2256
24,9764,3250,4252,2734
25,8428,3367,4865,3340
26,7056,3476,5490,3978
27,5852,3462,5961,4725
28,4779,3306,6436,5479
29,3851,3093,6784,6272
30,3082,2767,6988,7163
31,2450,2512,6945,8093
32,1926,2190,6850,9034
33,1532,1837,6677,9954
34,1261,1524,6389,10826
35,1067,1291,6044,11598
36,883,1116,5662,12339
37,761,911,5308,13020
38,674,740,4879,13707
39,613,611,4424,14352
40,575,510,4021,14894
41,538,416,3645,15401
42,505,354,3302,15839
43,524,279,2974,16223
44,536,253,2631,16580
45,551,215,2386,16848
46,567,191,2162,17080
47,573,170,1920,17337
48,582,150,1700,17568
49,631,128,1515,17726
50,667,105,1351,17877
51,701,96,1179,18024
52,754,86,1045,18115
53,813,78,933,18176
54,833,81,828,18258
55,883,73,742,18302
56,922,75,672,18331
57,964,66,596,18374
58,1011,60,540,18389
59,1055,49,484,18412
60,1100,49,424,18427
61,1135,51,368,18446
62,1177,51,343,18429
63,1236,42,315,18407
64,1277,44,276,18403
65,1342,36,255,18367
66,1413,27,222,18338
67,1474,26,203,18297
68,1536,25,182,18257
69,1598,23,166,18213
70,1662,23,152,18163
71,1728,25,132,18115
72,1768,31,119,18082
73,1822,20,114,18044
74,1882,17,95,18006
75,1944,13,94,17949
76,2004,11,88,17897
77,2056,14,78,17852
78,2108,12,74,17806
79,2164,14,71,17751
80,2214,23,68,17695
81,2260,17,69,17654
82,2314,16,70,17600
83,2380,17,67,17536
84,2422,19,67,17492
85,2470,15,65,17450
86,2520,10,58,17412
87,2570,10,54,17366
88,2634,6,52,17308
89,2685,11,42,17262
90,2738,5,43,17214
91,2784,10,37,17169
92,2835,9,33,17123
93,2885,7,35,17073
94,2935,4,36,17025
95,3002,5,35,16958
96,3050,3,36,16911
97,3099,5,32,16864
98,3132,4,28,16836
99,3177,8,23,16792
100,3219,11,23,16747
101,3267,13,19,16701
102,3312,11,23,16654
103,3353,10,24,16613
104,3403,9,22,16566
105,3444,9,23,16524
106,3503,8,22,16467
107,3558,5,21,16416
108,3605,5,22,16368
109,3650,7,22,16321
110,3699,10,19,16272
111,3738,8,18,16236
112,3771,8,15,16206
113,3820,7,15,16158
114,3865,6,15,16114
115,3911,5,15,16069
116,3967,6,16,16011
117,4017,7,12,15964
118,4063,8,13,15916
119,4108,8,13,15871
120,4152,8,14,15826
121,4193,6,13,15788
122,4249,5,14,15732
123,4301,4,14,15681
124,4344,3,14,15639
125,4395,3,15,15587
126,4456,2,13,15529
127,4492,4,13,15491
128,4545,4,14,15437
129,4590,4,15,15391
130,4633,4,13,15350
131,4671,5,14,15310
132,4723,6,13,15258
133,4753,7,14,15226
134,4792,4,15,15189
135,4827,6,15,15152
136,4880,3,16,15101
137,4914,5,13,15068
138,4964,3,15,15018
139,5010,4,15,14971
140,5049,3,16,14932
141,5082,4,17,14897
142,5122,3,17,14858
143,5176,3,17,14804
144,5225,5,17,14753
145,5269,7,16,14708
146,5314,7,17,14662
147,5349,6,19,14626
148,5374,11,19,14596
149,5420,8,21,14551
150,5474,6,21,14499
151,5535,8,24,14433
152,5578,9,26,14387
153,5618,10,24,14348
154,5655,10,24,14311
155,5700,9,25,14266
156,5736,9,27,14228
157,5771,14,27,14188
158,5802,13,30,14155
159,5841,14,29,14116
160,5882,14,32,14072
161,5918,15,32,14035
162,5949,14,33,14004
163,5987,16,27,13970
