Jour,Susceptible,Exposed,Infected,recovered
0,19960,20,20,0
1,19945,22,32,1
2,19917,41,34,8
3,19894,49,45,12
4,19854,77,53,16
5,19827,76,73,24
6,19764,109,94,33
7,19708,123,123,46
8,19601,183,155,61
9,19494,217,203,86
10,19357,279,246,118
11,19189,336,323,152
12,18958,440,407,195
13,18688,543,527,242
14,18358,657,683,302
15,17997,738,874,391
16,17474,993,1009,524
17,16842,1227,1286,645
18,16107,1509,1561,823
19,15224,1853,1901,1022
20,14235,2156,2321,1288
21,13116,2437,2865,1582
22,11855,2790,3379,1976
23,10545,3088,3954,2413
24,9187,3333,4516,2964
25,7877,3412,5158,3553
26,6559,3492,5723,4226
27,5389,3419,6200,4992
28,4315,3293,6588,5804
29,3475,2990,6869,6666
30,2730,2720,6997,7553
31,2133,2417,6965,8485
32,1709,2063,6887,9341
33,1381,1743,6601,10275
34,1105,1497,6241,11157
35,938,1212,5936,11914
36,780,1016,5542,12662
37,690,836,5099,13375
38,612,688,4657,14043
39,577,549,4253,14621
40,565,456,3822,15157
41,555,372,3456,15617
42,519,328,3080,16073
43,512,258,2800,16430
44,520,214,2491,16775
45,541,182,2242,17035
46,558,163,1966,17313
47,591,134,1762,17513
48,620,113,1575,17692
49,643,98,1395,17864
50,675,92,1253,17980
51,718,79,1108,18095
52,757,74,989,18180
53,805,76,899,18220
54,848,73,824,18255
55,894,64,730,18312
56,933,62,628,18377
57,982,62,557,18399
58,1035,54,506,18405
59,1082,55,452,18411
60,1130,53,407,18410
61,1192,43,377,18388
62,1252,36,338,18374
63,1309,35,308,18348
64,1366,27,283,18324
65,1412,24,242,18322
66,1472,21,217,18290
67,1537,18,196,18249
68,1606,19,170,18205
69,1669,18,146,18167
70,1725,17,133,18125
71,1789,20,120,18071
72,1837,18,113,18032
73,1898,15,104,17983
74,1951,16,98,17935
75,1989,12,91,17908
76,2050,18,81,17851
77,2116,21,77,17786
78,2174,20,78,17728
79,2225,15,81,17679
80,2282,15,65,17638
81,2343,14,63,17580
82,2395,12,57,17536
83,2446,12,54,17488
84,2499,12,49,17440
85,2553,9,44,17394
86,2603,9,37,17351
87,2667,5,34,17294
88,2721,10,30,17239
89,2776,13,26,17185
90,2829,12,24,17135
91,2899,11,22,17068
92,2953,9,19,17019
93,3005,7,23,16965
94,3070,6,21,16903
95,3121,6,18,16855
96,3162,5,18,16815
97,3204,7,18,16771
98,3242,10,19,16729
99,3288,8,18,16686
100,3330,8,19,16643
101,3382,6,20,16592
102,3444,5,19,16532
103,3501,4,19,16476
104,3537,9,15,16439
105,3580,5,18,16397
106,3624,6,14,16356
107,3674,7,15,16304
108,3713,8,14,16265
109,3756,9,12,16223
110,3799,8,14,16179
111,3839,6,14,16141
112,3893,4,17,16086
113,3926,4,14,16056
114,3970,5,15,16010
115,4028,7,15,15950
116,4076,8,17,15899
117,4124,5,16,15855
118,4173,8,16,15803
119,4222,10,15,15753
120,4262,5,17,15716
121,4301,5,17,15677
122,4351,5,19,15625
123,4384,5,19,15592
124,4409,9,19,15563
125,4445,7,20,15528
126,4486,5,18,15491
127,4531,9,18,15442
128,4585,8,18,15389
129,4615,13,18,15354
130,4656,9,23,15312
131,4687,11,22,15280
132,4726,11,25,15238
133,4765,12,29,15194
134,4809,9,29,15153
135,4836,10,27,15127
136,4885,12,26,15077
137,4929,12,24,15035
138,4979,8,26,14987
139,5028,6,23,14943
140,5069,9,21,14901
141,5108,6,22,14864
142,5156,5,23,14816
143,5191,9,19,14781
144,5229,10,21,14740
145,5269,11,20,14700
146,5299,13,22,14666
147,5325,18,20,14637
148,5359,17,24,14600
149,5400,11,29,14560
150,5431,10,27,14532
151,5463,12,25,14500
152,5506,8,28,14458
153,5535,12,27,14426
154,5570,13,26,14391
155,5608,15,25,14352
156,5649,13,29,14309
157,5675,18,30,14277
158,5721,18,27,14234
159,5735,21,28,14216
160,5772,20,30,14178
161,5812,21,31,14136
162,5857,18,36,14089
163,5884,25,35,14056
164,5918,25,37,14020
165,5960,20,37,13983
166,6003,26,40,13931
167,6025,31,45,13899
168,6048,26,55,13871
169,6077,26,61,13836
170,6106,33,64,13797
171,6119,32,64,13785
172,6148,34,64,13754
173,6180,34,69,13717
174,6211,37,75,13677
175,6231,40,74,13655
176,6260,35,72,13633
177,6285,40,80,13595
178,6309,32,86,13573
179,6343,39,87,13531
180,6379,48,81,13492
181,6390,58,82,13470
182,6414,66,82,13438
183,6434,61,93,13412
184,6451,66,95,13388
185,6469,55,110,13366
186,6468,72,111,13349
187,6489,66,134,13311
188,6481,77,138,13304
189,6498,67,150,13285
190,6496,85,145,13274
191,6505,86,148,13261
192,6509,92,172,13227
193,6509,96,185,13210
194,6495,108,189,13208
195,6503,107,205,13185
196,6501,117,215,13167
197,6476,122,214,13188
198,6464,132,231,13173
199,6456,134,245,13165
200,6438,140,263,13159
201,6435,126,299,13140
202,6405,160,300,13135
203,6377,167,312,13144
204,6348,166,323,13163
205,6332,170,342,13156
206,6308,159,360,13173
207,6285,178,366,13171
208,6251,187,380,13182
209,6221,210,382,13187
210,6179,229,386,13206
211,6138,238,395,13229
212,6077,241,427,13255
213,6027,240,459,13274
214,5975,244,490,13291
215,5915,261,510,13314
216,5881,242,534,13343
217,5842,266,539,13353
218,5774,280,572,13374
219,5732,252,620,13396
220,5641,287,646,13426
221,5573,292,652,13483
222,5478,318,674,13530
223,5406,302,717,13575
224,5320,342,711,13627
225,5230,333,735,13702
226,5155,328,761,13756
227,5107,327,780,13786
228,5020,358,777,13845
229,4941,344,804,13911
230,4854,372,802,13972
231,4787,341,842,14030
232,4700,361,851,14088
233,4613,368,865,14154
234,4536,383,859,14222
235,4469,376,869,14286
236,4391,388,853,14368
237,4336,361,886,14417
238,4255,373,911,14461
239,4201,376,891,14532
240,4148,329,917,14606
241,4094,337,912,14657
242,4050,345,916,14689
243,3962,334,927,14777
244,3886,349,922,14843
245,3830,360,918,14892
246,3770,362,913,14955
247,3742,333,938,14987
248,3683,335,909,15073
249,3631,349,881,15139
250,3584,344,886,15186
251,3529,338,878,15255
252,3496,311,872,15321
253,3472,301,864,15363
254,3438,297,861,15404
255,3427,292,837,15444
256,3363,305,829,15503
257,3341,283,829,15547
258,3324,278,817,15581
259,3308,277,793,15622
260,3292,258,785,15665
261,3288,246,770,15696
262,3283,241,751,15725
263,3244,273,720,15763
264,3235,270,726,15769
265,3225,252,716,15807
266,3223,246,695,15836
