Jour,Susceptible,Exposed,Infected,recovered
0,19964,16,20,0
1,19943,27,27,3
2,19928,29,38,5
3,19902,43,44,11
4,19870,57,56,17
5,19822,87,64,27
6,19787,81,93,39
7,19720,117,113,50
8,19642,144,154,60
9,19558,171,191,80
10,19431,231,237,101
11,19265,305,300,130
12,19060,394,376,170
13,18800,498,474,228
14,18519,587,598,296
15,18122,782,721,375
16,17653,937,946,464
17,17070,1197,1162,571
18,16380,1446,1445,729
19,15584,1673,1823,920
20,14655,1960,2228,1157
21,13573,2302,2695,1430
22,12324,2682,3204,1790
23,11054,2956,3784,2206
24,9707,3260,4336,2697
25,8383,3427,4919,3271
26,7045,3496,5579,3880
27,5796,3496,6101,4607
28,4670,3396,6513,5421
29,3715,3130,6871,6284
30,2977,2779,7053,7191
31,2329,2514,7017,8140
32,1865,2174,6909,9052
33,1478,1880,6658,9984
34,1195,1582,6384,10839
35,1010,1307,5997,11686
36,860,1078,5590,12472
37,752,899,5175,13174
38,692,687,4780,13841
39,643,554,4370,14433
40,613,455,3929,15003
41,585,401,3526,15488
42,553,344,3189,15914
43,564,258,2877,16301
44,564,221,2554,16661
45,563,192,2283,16962
46,591,153,2028,17228
47,617,134,1824,17425
48,652,117,1595,17636
49,678,122,1394,17806
50,712,108,1254,17926
51,751,95,1127,18027
52,805,77,1014,18104
53,830,83,915,18172
54,879,75,832,18214
55,916,74,763,18247
56,972,66,693,18269
57,1018,55,613,18314
58,1058,63,535,18344
59,1098,62,486,18354
60,1133,55,454,18358
61,1195,54,403,18348
62,1238,50,357,18355
63,1295,46,320,18339
64,1328,52,281,18339
65,1383,31,268,18318
66,1421,43,236,18300
67,1489,37,216,18258
68,1527,35,191,18247
69,1597,32,170,18201
70,1642,30,152,18176
71,1683,31,139,18147
72,1744,23,127,18106
73,1809,22,123,18046
74,1870,22,109,17999
75,1929,19,97,17955
76,1986,19,88,17907
77,2051,17,84,17848
78,2119,10,74,17797
79,2167,12,64,17757
80,2231,14,61,17694
81,2287,8,63,17642
82,2342,12,58,17588
83,2402,11,52,17535
84,2455,15,46,17484
85,2503,15,39,17443
86,2567,15,33,17385
87,2618,13,29,17340
88,2665,13,27,17295
89,2717,8,29,17246
90,2766,8,28,17198
91,2813,12,24,17151
92,2868,8,23,17101
93,2922,5,24,17049
94,2970,7,20,17003
95,3033,5,22,16940
96,3083,8,21,16888
97,3132,5,20,16843
98,3178,5,20,16797
99,3225,3,21,16751
100,3271,7,19,16703
101,3330,4,19,16647
102,3365,4,19,16612
103,3420,5,18,16557
104,3468,8,20,16504
105,3512,5,21,16462
106,3561,5,20,16414
107,3604,5,19,16372
108,3654,5,19,16322
109,3718,6,18,16258
110,3766,6,17,16211
111,3813,7,15,16165
112,3862,7,18,16113
113,3912,10,18,16060
114,3969,10,19,16002
115,4012,9,21,15958
116,4063,6,22,15909
117,4113,7,18,15862
118,4150,6,20,15824
119,4188,9,18,15785
120,4219,9,18,15754
121,4251,10,17,15722
122,4296,7,19,15678
123,4330,7,22,15641
124,4384,6,21,15589
125,4430,6,23,15541
126,4472,7,22,15499
127,4507,10,25,15458
128,4554,9,29,15408
129,4580,12,27,15381
130,4617,12,28,15343
131,4661,10,30,15299
132,4712,8,30,15250
133,4749,10,25,15216
134,4785,12,27,15176
135,4818,20,22,15140
136,4864,19,25,15092
137,4907,18,27,15048
138,4954,14,29,15003
139,4992,16,33,14959
140,5024,10,38,14928
141,5060,14,33,14893
142,5103,14,37,14846
143,5143,18,31,14808
144,5184,12,36,14768
145,5232,8,40,14720
146,5253,18,40,14689
147,5281,22,39,14658
148,5326,17,46,14611
149,5360,19,51,14570
150,5377,27,51,14545
151,5405,28,54,14513
152,5429,29,58,14484
153,5467,22,60,14451
154,5506,20,63,14411
155,5522,32,57,14389
156,5562,31,61,14346
157,5578,36,64,14322
158,5603,38,63,14296
159,5631,32,65,14272
160,5666,33,67,14234
161,5684,39,67,14210
162,5705,38,71,14186
163,5726,47,74,14153
164,5753,47,77,14123
165,5785,39,76,14100
166,5810,36,82,14072
167,5835,42,80,14043
168,5846,50,78,14026
169,5852,51,88,14009
170,5878,49,98,13975
171,5916,55,99,13930
172,5947,52,109,13892
173,5974,61,114,13851
174,5986,67,118,13829
175,6025,54,125,13796
176,6023,71,124,13782
177,6044,68,129,13759
178,6056,78,138,13728
179,6074,76,155,13695
180,6083,76,155,13686
181,6100,80,162,13658
182,6104,78,175,13643
183,6099,84,194,13623
184,6090,89,205,13616
185,6099,87,208,13606
186,6104,91,214,13591
187,6110,104,208,13578
188,6109,109,217,13565
189,6090,136,226,13548
190,6101,121,243,13535
191,6088,140,241,13531
192,6094,131,255,13520
193,6077,141,272,13510
194,6057,155,281,13507
195,6030,161,297,13512
196,6018,154,325,13503
197,5977,171,330,13522
198,5951,179,342,13528
199,5926,175,368,13531
200,5888,191,383,13538
201,5838,218,411,13533
202,5790,231,432,13547
203,5765,241,438,13556
204,5714,237,482,13567
205,5669,252,491,13588
206,5642,249,512,13597
207,5567,283,540,13610
208,5499,298,566,13637
209,5439,303,581,13677
210,5350,338,584,13728
211,5291,323,617,13769
212,5243,303,646,13808
213,5182,281,691,13846
214,5104,316,687,13893
215,5022,325,725,13928
216,4941,335,742,13982
217,4885,334,750,14031
218,4806,336,775,14083
219,4721,357,778,14144
220,4668,363,770,14199
221,4602,353,771,14274
222,4531,362,786,14321
223,4468,336,825,14371
224,4424,318,832,14426
225,4363,322,825,14490
226,4310,331,823,14536
227,4254,315,835,14596
228,4190,319,828,14663
229,4134,328,814,14724
230,4089,333,817,14761
231,4027,337,814,14822
232,3969,322,840,14869
233,3918,332,821,14929
234,3850,343,827,14980
235,3799,340,832,15029
236,3771,330,808,15091
237,3733,332,798,15137
238,3686,329,795,15190
239,3653,316,795,15236
240,3629,318,811,15242
241,3587,299,818,15296
242,3575,286,792,15347
243,3541,287,774,15398
244,3532,291,743,15434
245,3496,273,755,15476
246,3476,265,761,15498
247,3459,268,746,15527
248,3452,245,732,15571
249,3428,256,708,15608
250,3441,239,710,15610
251,3419,238,705,15638
252,3413,254,676,15657
253,3408,266,660,15666
254,3413,244,669,15674
255,3396,239,673,15692
256,3402,219,667,15712
257,3410,211,658,15721
258,3388,232,656,15724
259,3383,223,657,15737
260,3381,213,629,15777
261,3409,209,609,15773
262,3408,198,600,15794
263,3407,197,584,15812
264,3425,199,551,15825
265,3448,194,540,15818
266,3474,188,542,15796
267,3500,179,524,15797
268,3512,169,508,15811
269,3532,172,494,15802
270,3554,161,484,15801
271,3582,166,474,15778
272,3608,160,472,15760
273,3649,160,459,15732
274,3656,170,448,15726
275,3680,162,443,15715
276,3719,164,434,15683
277,3746,167,425,15662
278,3790,152,423,15635
279,3850,146,424,15580
280,3900,144,412,15544
281,3934,147,403,15516
282,3950,154,417,15479
283,3980,150,410,15460
284,4010,157,406,15427
285,4037,165,403,15395
286,4072,150,418,15360
287,4090,160,421,15329
288,4117,149,430,15304
289,4143,155,419,15283
290,4179,151,432,15238
291,4192,151,425,15232
292,4208,154,406,15232
293,4237,175,396,15192
294,4267,172,400,15161
295,4278,174,407,15141
296,4310,172,407,15111
297,4323,177,410,15090
298,4324,189,407,15080
299,4350,168,432,15050
300,4382,166,419,15033
301,4410,171,422,14997
302,4443,163,434,14960
303,4449,174,434,14943
304,4464,175,422,14939
305,4486,174,424,14916
306,4495,179,424,14902
307,4511,168,436,14885
308,4515,180,427,14878
309,4513,204,430,14853
310,4543,196,456,14805
311,4549,203,446,14802
312,4549,211,460,14780
313,4561,224,458,14757
314,4563,198,490,14749
315,4566,199,517,14718
316,4564,206,510,14720
317,4574,188,513,14725
318,4554,222,497,14727
319,4565,212,506,14717
320,4570,211,527,14692
321,4583,210,541,14666
322,4578,227,542,14653
323,4585,240,545,14630
324,4590,245,548,14617
325,4603,249,547,14601
326,4583,250,575,14592
327,4566,237,606,14591
328,4561,250,604,14585
