Jour,Susceptible,Exposed,Infected,recovered
0,19961,19,20,0
1,19947,26,26,1
2,19932,35,30,3
3,19916,39,38,7
4,19883,59,47,11
5,19851,63,68,18
6,19793,102,74,31
7,19745,105,112,38
8,19675,141,138,46
9,19587,179,173,61
10,19449,256,209,86
11,19295,297,297,111
12,19090,390,372,148
13,18832,471,514,183
14,18528,616,602,254
15,18141,754,760,345
16,17655,948,944,453
17,17029,1205,1185,581
18,16368,1363,1546,723
19,15510,1675,1906,909
20,14495,2023,2308,1174
21,13385,2333,2801,1481
22,12106,2734,3307,1853
23,10740,3065,3913,2282
24,9351,3330,4527,2792
25,7982,3486,5184,3348
26,6696,3453,5813,4038
27,5492,3433,6253,4822
28,4397,3299,6624,5680
29,3566,2978,6910,6546
30,2797,2755,6982,7466
31,2260,2395,6959,8386
32,1799,2103,6847,9251
33,1442,1793,6631,10134
34,1159,1545,6337,10959
35,969,1282,5998,11751
36,813,1073,5593,12521
37,718,813,5230,13239
38,638,682,4806,13874
39,603,565,4374,14458
40,550,500,3946,15004
41,543,365,3662,15430
42,522,323,3267,15888
43,517,269,2902,16312
44,514,241,2565,16680
45,544,198,2323,16935
46,559,177,2078,17186
47,581,157,1860,17402
48,628,135,1655,17582
49,649,134,1468,17749
50,691,120,1299,17890
51,715,115,1154,18016
52,750,98,1053,18099
53,776,93,951,18180
54,825,88,839,18248
55,858,77,752,18313
56,885,74,653,18388
57,953,58,588,18401
58,1009,61,534,18396
59,1086,51,484,18379
60,1123,46,447,18384
61,1174,44,396,18386
62,1242,41,359,18358
63,1312,39,322,18327
64,1365,43,287,18305
65,1420,44,256,18280
66,1486,36,230,18248
67,1536,41,205,18218
68,1589,33,195,18183
69,1649,27,172,18152
70,1693,26,164,18117
71,1754,31,153,18062
72,1806,26,155,18013
73,1848,18,145,17989
74,1898,21,129,17952
75,1945,27,119,17909
76,1989,27,108,17876
77,2026,26,104,17844
78,2071,17,99,17813
79,2116,14,86,17784
80,2177,10,75,17738
81,2241,14,63,17682
82,2300,15,59,17626
83,2350,16,54,17580
84,2405,11,50,17534
85,2455,10,43,17492
86,2502,13,38,17447
87,2561,9,42,17388
88,2608,10,41,17341
89,2654,11,38,17297
90,2700,10,36,17254
91,2759,9,35,17197
92,2801,14,31,17154
93,2845,15,32,17108
94,2883,15,33,17069
95,2931,12,32,17025
96,2988,10,29,16973
97,3045,9,27,16919
98,3107,10,28,16855
99,3151,6,30,16813
100,3200,4,28,16768
101,3241,7,23,16729
102,3290,10,22,16678
103,3326,8,23,16643
104,3379,5,21,16595
105,3425,9,21,16545
106,3487,8,24,16481
107,3520,5,28,16447
108,3569,6,20,16405
109,3612,5,18,16365
110,3640,13,14,16333
111,3696,3,24,16277
112,3736,3,24,16237
113,3772,5,21,16202
114,3811,6,19,16164
115,3859,5,20,16116
116,3898,5,18,16079
117,3952,6,18,16024
118,3996,1,22,15981
119,4035,7,20,15938
120,4088,8,22,15882
121,4141,7,24,15828
122,4177,5,24,15794
123,4212,9,23,15756
124,4253,7,25,15715
125,4302,7,23,15668
126,4334,6,24,15636
127,4374,8,22,15596
128,4423,9,23,15545
129,4474,9,20,15497
130,4509,6,23,15462
131,4548,5,24,15423
132,4595,4,24,15377
133,4628,10,20,15342
134,4674,8,22,15296
135,4718,6,22,15254
136,4766,4,23,15207
137,4804,9,19,15168
138,4846,9,20,15125
139,4883,9,20,15088
140,4933,10,17,15040
141,4966,9,18,15007
142,5008,10,18,14964
143,5046,9,19,14926
144,5081,14,17,14888
145,5121,12,22,14845
146,5153,9,26,14812
147,5190,9,25,14776
148,5231,12,26,14731
149,5280,11,28,14681
150,5328,11,27,14634
151,5361,19,27,14593
152,5381,27,27,14565
153,5423,19,34,14524
154,5457,15,37,14491
155,5483,19,38,14460
156,5515,21,43,14421
157,5544,18,47,14391
158,5586,20,51,14343
159,5625,20,51,14304
160,5659,21,56,14264
161,5688,25,55,14232
162,5701,27,58,14214
163,5722,33,56,14189
164,5749,25,64,14162
165,5779,21,67,14133
166,5806,28,66,14100
167,5838,25,65,14072
168,5866,28,62,14044
169,5874,34,68,14024
170,5901,32,71,13996
171,5928,40,72,13960
172,5953,35,75,13937
173,5973,38,75,13914
174,5987,37,76,13900
175,6023,42,77,13858
176,6050,44,85,13821
177,6083,32,101,13784
178,6096,41,104,13759
179,6115,44,111,13730
180,6120,66,105,13709
181,6125,64,120,13691
182,6141,69,111,13679
183,6158,69,119,13654
184,6174,72,121,13633
185,6175,80,136,13609
186,6188,76,156,13580
187,6209,70,167,13554
188,6215,80,168,13537
189,6231,86,174,13509
190,6230,94,175,13501
191,6232,102,187,13479
192,6217,94,210,13479
193,6235,80,228,13457
194,6226,103,231,13440
195,6225,121,231,13423
196,6222,123,249,13406
197,6212,139,256,13393
198,6208,131,267,13394
199,6178,157,273,13392
200,6166,150,299,13385
201,6158,156,316,13370
202,6135,159,346,13360
203,6116,160,376,13348
204,6092,174,380,13354
205,6046,192,391,13371
206,6002,200,401,13397
207,5960,217,421,13402
