Jour,Susceptible,Exposed,Infected,recovered
0,19971,9,20,0
1,19958,20,20,2
2,19943,25,26,6
3,19927,30,33,10
4,19903,42,40,15
5,19873,50,56,21
6,19827,79,63,31
7,19784,97,81,38
8,19727,119,106,48
9,19662,133,144,61
10,19559,179,179,83
11,19437,227,233,103
12,19266,318,281,135
13,19077,386,355,182
14,18837,482,455,226
15,18543,599,571,287
16,18160,751,714,375
17,17738,878,906,478
18,17215,1046,1143,596
19,16541,1331,1371,757
20,15783,1561,1712,944
21,14877,1887,2076,1160
22,13814,2235,2500,1451
23,12666,2587,2967,1780
24,11425,2877,3521,2177
25,10077,3147,4116,2660
26,8717,3367,4707,3209
27,7440,3410,5349,3801
28,6191,3456,5908,4445
29,5050,3378,6329,5243
30,4044,3169,6714,6073
31,3258,2873,6930,6939
32,2574,2619,6978,7829
33,2039,2278,6980,8703
34,1634,1917,6841,9608
35,1338,1585,6616,10461
36,1111,1347,6189,11353
37,938,1102,5823,12137
38,811,923,5417,12849
39,717,780,4959,13544
40,641,635,4553,14171
41,589,515,4152,14744
42,581,429,3702,15288
43,559,379,3350,15712
44,534,316,3051,16099
45,540,239,2765,16456
46,556,196,2472,16776
47,590,152,2206,17052
48,604,145,1963,17288
49,610,132,1780,17478
50,644,113,1585,17658
51,678,105,1398,17819
52,715,95,1245,17945
53,754,103,1113,18030
54,809,97,1008,18086
55,849,98,897,18156
56,881,98,829,18192
57,936,76,732,18256
58,974,67,665,18294
59,1014,69,605,18312
60,1069,65,542,18324
61,1112,61,486,18341
62,1161,52,436,18351
63,1199,51,402,18348
64,1246,52,359,18343
65,1315,36,311,18338
66,1382,31,284,18303
67,1432,34,243,18291
68,1483,32,210,18275
69,1537,40,192,18231
70,1589,39,175,18197
71,1636,33,165,18166
72,1674,30,153,18143
73,1730,29,145,18096
74,1780,23,132,18065
75,1831,22,126,18021
76,1895,30,114,17961
77,1958,22,113,17907
78,2024,24,101,17851
79,2083,25,85,17807
80,2140,24,76,17760
81,2195,18,80,17707
82,2253,12,75,17660
83,2312,13,67,17608
84,2356,20,60,17564
85,2406,20,52,17522
86,2468,14,52,17466
87,2530,16,42,17412
88,2575,18,40,17367
89,2625,17,41,17317
90,2684,14,45,17257
91,2714,15,43,17228
92,2778,12,39,17171
93,2832,12,36,17120
94,2877,8,34,17081
95,2933,12,31,17024
96,2984,14,33,16969
97,3034,14,32,16920
98,3087,13,33,16867
99,3135,10,29,16826
100,3185,10,29,16776
101,3235,11,27,16727
102,3281,9,29,16681
103,3327,10,29,16634
104,3374,6,33,16587
105,3433,5,31,16531
106,3475,10,25,16490
107,3516,9,24,16451
108,3558,8,25,16409
109,3611,10,20,16359
110,3653,12,21,16314
111,3701,14,21,16264
112,3743,9,25,16223
113,3796,8,24,16172
114,3845,8,24,16123
115,3879,11,24,16086
116,3924,9,27,16040
117,3975,10,25,15990
118,4006,17,24,15953
119,4050,10,28,15912
120,4081,8,27,15884
121,4126,7,26,15841
122,4171,4,26,15799
123,4207,7,24,15762
124,4250,9,21,15720
125,4288,10,19,15683
126,4336,9,19,15636
127,4374,11,18,15597
128,4406,8,23,15563
129,4449,6,27,15518
130,4490,6,23,15481
131,4529,9,22,15440
132,4563,12,27,15398
133,4597,12,28,15363
134,4635,13,24,15328
135,4673,10,26,15291
136,4698,12,27,15263
137,4734,14,27,15225
138,4782,17,29,15172
139,4838,17,32,15113
140,4869,14,35,15082
141,4922,15,36,15027
142,4961,15,32,14992
143,5004,14,34,14948
144,5056,15,34,14895
145,5091,15,37,14857
146,5131,12,40,14817
147,5183,16,37,14764
148,5224,9,39,14728
149,5264,9,36,14691
150,5284,13,31,14672
151,5321,13,31,14635
152,5355,15,34,14596
153,5385,17,37,14561
154,5416,16,39,14529
155,5449,18,41,14492
156,5485,22,44,14449
157,5516,21,48,14415
158,5535,26,45,14394
