Jour,Susceptible,Exposed,Infected,recovered
0,19963,17,20,0
1,19949,21,29,1
2,19930,32,33,5
3,19910,43,39,8
4,19881,55,53,11
5,19845,60,77,18
6,19799,83,88,30
7,19748,104,110,38
8,19667,146,133,54
9,19583,167,175,75
10,19474,210,218,98
11,19339,270,265,126
12,19163,344,336,157
13,18935,425,443,197
14,18670,536,548,246
15,18315,676,689,320
16,17874,869,845,412
17,17384,1032,1066,518
18,16760,1273,1303,664
19,16035,1509,1618,838
20,15126,1866,1941,1067
21,14154,2090,2455,1301
22,13010,2423,2944,1623
23,11682,2813,3517,1988
24,10350,3070,4121,2459
25,9012,3244,4773,2971
26,7633,3428,5371,3568
27,6344,3524,5854,4278
28,5132,3485,6277,5106
29,4167,3268,6629,5936
30,3314,2979,6934,6773
31,2594,2716,6992,7698
32,2062,2371,6854,8713
33,1649,2075,6691,9585
34,1344,1779,6407,10470
35,1119,1465,6127,11289
36,940,1214,5783,12063
37,792,1019,5396,12793
38,685,850,5019,13446
39,625,698,4586,14091
40,569,557,4201,14673
41,546,438,3826,15190
42,514,356,3462,15668
43,523,275,3117,16085
44,537,228,2824,16411
45,548,195,2512,16745
46,562,185,2220,17033
47,584,161,1975,17280
48,612,139,1765,17484
49,646,116,1574,17664
50,680,110,1401,17809
51,705,102,1234,17959
52,736,101,1085,18078
53,772,80,983,18165
54,806,77,872,18245
55,853,68,781,18298
56,891,67,690,18352
57,938,62,619,18381
58,991,64,552,18393
59,1057,51,496,18396
60,1103,45,458,18394
61,1156,39,428,18377
62,1216,46,382,18356
63,1266,45,330,18359
64,1322,38,303,18337
65,1374,36,265,18325
66,1429,42,242,18287
67,1493,35,218,18254
68,1540,40,202,18218
69,1605,36,176,18183
70,1662,35,171,18132
71,1730,30,163,18077
72,1779,31,151,18039
73,1841,35,132,17992
74,1883,32,119,17966
75,1928,31,119,17922
76,1983,26,115,17876
77,2027,27,110,17836
78,2083,23,106,17788
79,2133,19,103,17745
80,2169,17,96,17718
81,2229,16,91,17664
82,2282,16,91,17611
83,2337,16,83,17564
84,2395,12,84,17509
85,2433,18,80,17469
86,2484,19,76,17421
