Jour,Susceptible,Exposed,Infected,recovered
0,19970,10,20,0
1,19960,13,23,4
2,19943,23,28,6
3,19924,36,29,11
4,19902,44,38,16
5,19871,59,48,22
6,19845,62,69,24
7,19796,92,81,31
8,19736,110,107,47
9,19657,149,136,58
10,19533,220,175,72
11,19412,252,243,93
12,19248,315,299,138
13,19039,401,393,167
14,18769,516,492,223
15,18444,652,613,291
16,18043,812,782,363
17,17534,1013,983,470
18,16944,1245,1203,608
19,16230,1457,1537,776
20,15373,1800,1873,954
21,14412,2072,2316,1200
22,13285,2454,2749,1512
23,12048,2789,3279,1884
24,10789,3013,3901,2297
25,9392,3299,4505,2804
26,8016,3483,5101,3400
27,6667,3583,5712,4038
28,5469,3471,6262,4798
29,4367,3322,6688,5623
30,3457,3068,6957,6518
31,2732,2756,7032,7480
32,2135,2440,7049,8376
33,1701,2098,6847,9354
34,1384,1718,6707,10191
35,1124,1457,6366,11053
36,953,1211,5979,11857
37,821,1027,5546,12606
38,702,849,5140,13309
39,637,671,4754,13938
40,584,548,4334,14534
41,546,460,3892,15102
42,538,375,3527,15560
43,528,305,3185,15982
44,522,247,2868,16363
45,524,214,2564,16698
46,526,192,2313,16969
47,538,173,2047,17242
48,568,143,1816,17473
49,583,132,1615,17670
50,617,111,1444,17828
51,657,90,1280,17973
52,686,88,1128,18098
53,726,83,1008,18183
54,763,75,894,18268
55,815,66,798,18321
56,867,49,728,18356
57,931,45,644,18380
58,975,41,562,18422
59,1012,39,494,18455
60,1058,43,437,18462
61,1112,39,379,18470
62,1165,35,344,18456
63,1229,33,308,18430
64,1281,30,264,18425
65,1338,28,237,18397
66,1388,24,213,18375
67,1450,23,185,18342
68,1501,21,166,18312
69,1560,24,146,18270
70,1620,19,130,18231
71,1702,21,120,18157
72,1745,17,105,18133
73,1807,17,96,18080
74,1881,10,92,18017
75,1937,7,84,17972
76,1998,8,75,17919
77,2066,7,63,17864
78,2116,9,51,17824
79,2165,10,46,17779
80,2226,13,40,17721
81,2278,14,31,17677
82,2326,15,31,17628
83,2377,11,31,17581
84,2430,7,31,17532
85,2483,6,28,17483
86,2538,5,25,17432
87,2587,7,22,17384
88,2634,7,23,17336
89,2694,10,22,17274
90,2752,7,26,17215
91,2792,5,25,17178
92,2840,8,25,17127
93,2887,8,24,17081
94,2925,8,26,17041
95,2971,9,24,16996
96,3034,8,22,16936
97,3067,9,24,16900
98,3125,7,24,16844
99,3188,4,26,16782
100,3223,5,21,16751
101,3264,1,22,16713
102,3309,5,20,16666
103,3360,4,21,16615
104,3395,7,18,16580
105,3442,7,19,16532
106,3473,7,18,16502
107,3529,7,17,16447
108,3579,4,17,16400
109,3616,4,16,16364
110,3655,3,16,16326
111,3702,3,16,16279
112,3746,3,14,16237
113,3788,5,12,16195
114,3837,3,15,16145
115,3877,2,14,16107
116,3924,2,12,16062
117,3977,1,11,16011
118,4026,1,9,15964
119,4068,3,8,15921
120,4117,2,9,15872
121,4162,2,7,15829
122,4196,2,6,15796
123,4247,1,7,15745
124,4278,2,8,15712
125,4326,3,7,15664
126,4357,3,6,15634
127,4396,3,5,15596
128,4450,1,5,15544
129,4494,2,5,15499
130,4542,2,5,15451
131,4579,2,5,15414
132,4612,2,5,15381
133,4659,1,6,15334
134,4710,0,7,15283
135,4752,3,7,15238
136,4791,3,8,15198
137,4839,4,6,15151
138,4885,2,7,15106
139,4930,3,7,15060
140,4963,2,8,15027
141,5007,2,7,14984
142,5045,4,4,14947
143,5087,2,7,14904
144,5125,2,9,14864
145,5172,3,7,14818
146,5207,3,8,14782
147,5248,3,9,14740
148,5284,3,10,14703
149,5324,2,11,14663
150,5364,6,9,14621
151,5402,5,10,14583
152,5451,9,11,14529
153,5491,10,14,14485
154,5536,9,14,14441
