Jour,Susceptible,Exposed,Infected,recovered
0,19958,22,20,0
1,19937,32,28,3
2,19917,38,38,7
3,19897,43,47,13
4,19869,57,55,19
5,19817,88,67,28
6,19770,94,99,37
7,19693,130,133,44
8,19607,168,165,60
9,19498,212,210,80
10,19357,265,283,95
11,19175,356,342,127
12,18929,460,440,171
13,18623,600,554,223
14,18250,720,733,297
15,17822,877,915,386
16,17232,1121,1152,495
17,16545,1376,1428,651
18,15739,1685,1727,849
19,14814,1993,2103,1090
20,13768,2294,2588,1350
21,12570,2600,3145,1685
22,11345,2844,3699,2112
23,9924,3233,4265,2578
24,8587,3370,4893,3150
25,7270,3456,5455,3819
26,6001,3495,5994,4510
27,4885,3350,6476,5289
28,3968,3129,6800,6103
29,3147,2907,6977,6969
30,2479,2590,7059,7872
31,1942,2228,7055,8775
32,1553,1891,6884,9672
33,1241,1620,6581,10558
34,1025,1366,6164,11445
35,867,1143,5745,12245
36,755,900,5362,12983
37,675,740,4958,13627
38,640,598,4514,14248
39,604,465,4146,14785
40,579,386,3718,15317
41,554,322,3349,15775
42,548,276,3015,16161
43,567,215,2693,16525
44,569,189,2417,16825
45,568,181,2158,17093
46,588,154,1919,17339
47,600,132,1729,17539
48,641,109,1542,17708
49,673,92,1358,17877
50,702,90,1189,18019
51,740,82,1059,18119
52,783,70,916,18231
53,809,63,838,18290
54,846,61,746,18347
55,885,53,669,18393
56,931,53,583,18433
57,981,53,521,18445
58,1038,43,464,18455
59,1098,36,412,18454
60,1157,36,356,18451
61,1227,40,307,18426
62,1274,36,289,18401
63,1324,37,261,18378
64,1370,28,249,18353
65,1415,30,221,18334
66,1481,29,203,18287
67,1548,26,187,18239
68,1613,17,170,18200
69,1667,23,151,18159
70,1720,18,133,18129
71,1779,19,119,18083
72,1830,18,104,18048
73,1889,18,96,17997
74,1938,18,89,17955
75,1992,22,81,17905
76,2037,20,78,17865
77,2101,15,75,17809
78,2167,15,69,17749
79,2224,13,60,17703
80,2276,16,56,17652
81,2313,14,58,17615
82,2370,16,52,17562
83,2435,13,50,17502
84,2481,11,43,17465
85,2541,6,41,17412
86,2592,8,36,17364
87,2643,8,34,17315
88,2706,4,34,17256
89,2761,6,30,17203
90,2812,6,30,17152
91,2871,6,24,17099
92,2921,6,24,17049
93,2967,6,23,17004
94,3021,8,20,16951
95,3070,9,19,16902
96,3125,9,19,16847
97,3167,5,19,16809
98,3219,5,18,16758
99,3261,5,18,16716
100,3300,5,18,16677
101,3337,3,20,16640
102,3386,2,21,16591
103,3435,4,16,16545
104,3480,7,15,16498
105,3523,5,15,16457
106,3573,6,16,16405
107,3625,6,16,16353
108,3667,5,16,16312
109,3703,6,14,16277
110,3747,7,14,16232
111,3801,4,15,16180
112,3838,5,15,16142
113,3882,6,16,16096
114,3924,8,15,16053
115,3967,5,15,16013
116,4020,4,16,15960
117,4072,4,15,15909
118,4123,4,14,15859
119,4157,6,16,15821
120,4198,8,16,15778
121,4240,8,17,15735
122,4281,5,18,15696
123,4313,5,19,15663
124,4369,4,17,15610
125,4411,6,17,15566
126,4455,9,17,15519
127,4496,7,17,15480
128,4541,7,15,15437
129,4581,8,15,15396
130,4625,5,17,15353
131,4654,9,15,15322
132,4701,8,16,15275
133,4735,7,18,15240
134,4773,6,17,15204
135,4815,7,15,15163
136,4849,7,18,15126
137,4888,6,19,15087
138,4924,7,19,15050
139,4965,6,15,15014
