Jour,Susceptible,Exposed,Infected,recovered
0,19971,9,20,0
1,19962,13,23,2
2,19946,24,25,5
3,19933,28,29,10
4,19908,44,34,14
5,19875,51,52,22
6,19846,59,66,29
7,19794,86,84,36
8,19740,95,124,41
9,19676,120,148,56
10,19572,175,172,81
11,19460,216,216,108
12,19308,292,257,143
13,19140,342,339,179
14,18932,432,423,213
15,18681,534,512,273
16,18325,687,643,345
17,17931,815,823,431
18,17411,1024,1027,538
19,16797,1224,1314,665
20,16025,1501,1650,824
21,15100,1855,2000,1045
22,14108,2150,2437,1305
23,12939,2512,2913,1636
24,11654,2846,3474,2026
25,10342,3070,4130,2458
26,8952,3306,4745,2997
27,7693,3310,5351,3646
28,6403,3418,5830,4349
29,5205,3350,6327,5118
30,4167,3190,6678,5965
31,3345,2916,6929,6810
32,2624,2673,7028,7675
33,2064,2275,7034,8627
34,1612,1971,6872,9545
35,1312,1657,6623,10408
36,1102,1327,6314,11257
37,938,1088,5853,12121
38,809,930,5365,12896
39,715,760,4971,13554
40,629,638,4532,14201
41,585,529,4126,14760
42,562,443,3748,15247
43,533,369,3381,15717
44,530,316,3079,16075
45,548,246,2808,16398
46,561,191,2486,16762
47,565,185,2198,17052
48,596,154,1978,17272
49,613,141,1752,17494
50,641,138,1554,17667
51,682,117,1392,17809
52,708,118,1246,17928
53,745,113,1106,18036
54,776,100,1004,18120
55,811,91,895,18203
56,850,87,810,18253
57,881,85,749,18285
58,939,71,649,18341
59,985,65,580,18370
60,1062,58,531,18349
61,1113,61,464,18362
62,1168,65,411,18356
63,1229,55,385,18331
64,1294,49,341,18316
65,1346,46,311,18297
66,1403,38,289,18270
67,1458,37,259,18246
68,1514,37,219,18230
69,1573,34,199,18194
70,1631,31,180,18158
71,1687,22,171,18120
72,1739,32,155,18074
73,1787,30,145,18038
74,1859,22,137,17982
75,1916,23,119,17942
76,1978,25,108,17889
77,2040,24,103,17833
78,2087,32,97,17784
79,2144,22,92,17742
80,2206,21,85,17688
81,2254,23,87,17636
82,2314,18,83,17585
83,2375,14,81,17530
84,2430,15,68,17487
85,2491,11,60,17438
86,2556,8,55,17381
87,2613,10,50,17327
88,2666,12,49,17273
89,2710,11,43,17236
90,2752,11,40,17197
91,2791,11,39,17159
92,2842,9,38,17111
93,2891,12,32,17065
94,2932,10,33,17025
95,2984,4,39,16973
96,3037,11,39,16913
97,3088,12,42,16858
98,3136,9,44,16811
99,3191,10,40,16759
100,3232,16,36,16716
101,3267,15,33,16685
102,3306,13,30,16651
103,3358,12,29,16601
104,3392,8,26,16574
105,3443,11,24,16522
106,3486,9,27,16478
107,3535,10,26,16429
108,3592,6,28,16374
109,3642,12,23,16323
110,3689,9,27,16275
111,3731,9,25,16235
112,3775,10,26,16189
113,3821,7,27,16145
114,3858,6,27,16109
115,3900,6,24,16070
116,3937,12,23,16028
117,3982,7,29,15982
118,4032,6,27,15935
119,4085,5,23,15887
120,4136,5,22,15837
121,4181,10,19,15790
122,4231,6,17,15746
123,4270,8,17,15705
124,4308,5,22,15665
125,4347,6,23,15624
126,4379,10,22,15589
127,4419,8,20,15553
128,4461,5,21,15513
129,4507,4,18,15471
130,4557,6,12,15425
131,4611,6,13,15370
132,4658,3,13,15326
133,4700,4,12,15284
134,4741,6,11,15242
135,4803,5,13,15179
136,4857,1,16,15126
137,4898,3,12,15087
138,4934,4,11,15051
139,4974,5,10,15011
140,5016,6,10,14968
141,5046,4,12,14938
142,5099,3,11,14887
143,5143,4,11,14842
144,5173,5,9,14813
145,5207,10,10,14773
146,5249,6,13,14732
147,5300,5,15,14680
148,5335,2,15,14648
149,5372,7,16,14605
150,5412,11,13,14564
151,5448,8,17,14527
152,5491,7,19,14483
153,5522,8,20,14450
154,5551,11,17,14421
155,5602,9,16,14373
156,5644,7,22,14327
157,5673,7,20,14300
158,5711,7,20,14262
159,5751,6,22,14221
160,5773,8,21,14198
161,5824,9,16,14151
162,5875,6,16,14103
163,5911,7,16,14066
164,5947,5,18,14030
165,5970,5,18,14007
166,6009,8,19,13964
167,6038,11,18,13933
168,6068,11,20,13901
169,6093,14,18,13875
170,6122,10,23,13845
171,6163,10,22,13805
172,6198,13,22,13767
173,6233,16,23,13728
174,6268,19,25,13688
175,6296,19,28,13657
176,6344,17,34,13605
177,6371,23,34,13572
178,6408,13,40,13539
