Jour,Susceptible,Exposed,Infected,recovered
0,19980,0,20,0
1,19965,15,20,0
2,19954,16,26,4
3,19929,35,32,4
4,19911,43,38,8
5,19886,49,52,13
6,19838,76,66,20
7,19786,103,84,27
8,19722,131,111,36
9,19648,151,153,48
10,19522,223,190,65
11,19392,250,265,93
12,19213,343,310,134
13,19004,423,393,180
14,18746,517,513,224
15,18372,704,624,300
16,18007,805,802,386
17,17495,1018,1000,487
18,16872,1255,1259,614
19,16111,1574,1535,780
20,15277,1786,1947,990
21,14242,2135,2377,1246
22,13109,2467,2871,1553
23,11861,2762,3458,1919
24,10513,3034,4088,2365
25,9171,3236,4654,2939
26,7857,3399,5197,3547
27,6551,3513,5669,4267
28,5305,3464,6194,5037
29,4286,3245,6651,5818
30,3381,3016,6944,6659
31,2695,2674,7046,7585
32,2113,2406,7016,8465
33,1674,2062,6868,9396
34,1370,1711,6632,10287
35,1138,1390,6265,11207
36,957,1152,5923,11968
37,818,965,5467,12750
38,718,800,5058,13424
39,634,677,4594,14095
40,584,551,4178,14687
41,553,452,3805,15190
42,548,381,3457,15614
43,537,308,3115,16040
44,542,253,2763,16442
45,554,226,2481,16739
46,570,196,2215,17019
47,592,164,2009,17235
48,619,145,1793,17443
49,650,120,1596,17634
50,675,107,1419,17799
51,698,102,1258,17942
52,719,94,1109,18078
53,750,95,986,18169
54,796,93,869,18242
55,851,76,790,18283
56,897,69,707,18327
57,939,63,641,18357
58,999,57,584,18360
59,1043,63,509,18385
60,1105,56,449,18390
61,1155,51,403,18391
62,1216,55,354,18375
63,1285,48,311,18356
64,1340,40,279,18341
65,1396,38,255,18311
66,1457,33,223,18287
67,1496,34,195,18275
68,1563,35,171,18231
69,1620,32,161,18187
70,1677,24,147,18152
71,1719,25,125,18131
72,1783,14,120,18083
73,1845,16,111,18028
74,1899,19,102,17980
75,1956,13,92,17939
76,2020,13,82,17885
77,2063,14,75,17848
78,2107,16,67,17810
79,2155,17,58,17770
80,2219,19,51,17711
81,2279,12,52,17657
82,2339,11,46,17604
83,2398,14,45,17543
84,2445,7,41,17507
85,2515,7,30,17448
86,2566,7,26,17401
87,2613,10,27,17350
88,2669,11,23,17297
89,2719,7,24,17250
90,2762,9,22,17207
91,2822,9,21,17148
92,2883,10,19,17088
93,2933,6,22,17039
94,2978,5,25,16992
95,3025,6,23,16946
96,3081,7,18,16894
97,3130,8,20,16842
98,3180,9,19,16792
99,3224,6,22,16748
100,3267,9,19,16705
101,3309,7,19,16665
102,3353,8,17,16622
103,3406,9,19,16566
104,3451,12,17,16520
105,3491,13,17,16479
106,3548,7,21,16424
107,3598,7,19,16376
108,3642,3,19,16336
109,3695,5,18,16282
110,3734,5,15,16246
111,3786,7,13,16194
112,3824,8,14,16154
113,3870,8,15,16107
114,3917,5,18,16060
115,3954,5,18,16023
116,3993,5,18,15984
117,4045,3,18,15934
118,4095,6,13,15886
119,4144,5,12,15839
120,4195,6,10,15789
121,4236,8,11,15745
122,4263,8,8,15721
123,4306,7,11,15676
124,4339,5,14,15642
125,4378,7,16,15599
126,4428,8,17,15547
127,4473,10,19,15498
128,4510,8,22,15460
129,4547,11,21,15421
130,4568,9,22,15401
131,4602,9,24,15365
132,4636,8,26,15330
133,4675,7,27,15291
134,4711,5,29,15255
135,4746,6,31,15217
136,4777,10,28,15185
137,4821,11,24,15144
138,4851,10,25,15114
139,4890,12,28,15070
140,4925,14,32,15029
141,4947,17,31,15005
142,4973,18,32,14977
143,5009,14,38,14939
144,5043,15,41,14901
145,5073,16,40,14871
146,5108,14,38,14840
147,5147,11,39,14803
148,5188,15,37,14760
149,5225,20,33,14722
150,5248,20,37,14695
151,5278,20,39,14663
152,5326,16,41,14617
153,5358,16,45,14581
154,5392,19,47,14542
155,5420,21,51,14508
156,5462,26,44,14468
157,5486,23,51,14440
158,5517,21,52,14410
159,5552,18,55,14375
160,5570,24,51,14355
161,5605,25,53,14317
162,5631,33,50,14286
163,5661,31,54,14254
164,5701,33,54,14212
165,5740,28,59,14173
166,5762,34,55,14149
167,5800,30,63,14107
168,5850,27,66,14057
169,5879,30,65,14026
170,5901,29,74,13996
171,5930,33,74,13963
172,5960,42,76,13922
173,5987,40,81,13892
174,6013,32,92,13863
175,6038,42,83,13837
176,6063,38,82,13817
177,6099,40,86,13775
178,6128,42,87,13743
179,6151,45,88,13716
180,6164,61,87,13688
181,6185,67,90,13658
182,6206,62,102,13630
183,6221,59,109,13611
184,6229,63,125,13583
185,6246,65,130,13559
186,6244,80,139,13537
187,6246,78,157,13519
188,6257,74,167,13502
189,6259,76,184,13481
190,6260,84,193,13463
191,6252,110,190,13448
192,6256,94,216,13434
193,6237,115,227,13421
194,6220,124,241,13415
195,6207,141,255,13397
196,6192,163,251,13394
197,6188,161,268,13383
198,6153,164,292,13391
199,6142,145,315,13398
200,6100,178,330,13392
201,6059,197,343,13401
202,6041,181,372,13406
203,6015,200,389,13396
204,5973,200,402,13425
205,5946,186,431,13437
206,5906,204,454,13436
207,5873,207,474,13446
208,5829,224,485,13462
209,5782,232,497,13489
210,5731,259,494,13516
211,5646,301,513,13540
212,5594,286,555,13565
213,5543,266,582,13609
214,5487,273,586,13654
215,5420,284,610,13686
216,5342,308,621,13729
217,5281,315,634,13770
218,5217,314,651,13818
219,5148,324,679,13849
220,5086,322,695,13897
221,5012,329,733,13926
222,4937,334,754,13975
223,4861,342,749,14048
224,4803,323,775,14099
225,4718,359,794,14129
226,4668,344,808,14180
227,4578,367,821,14234
228,4501,365,853,14281
229,4394,395,861,14350
230,4310,377,885,14428
231,4263,347,879,14511
232,4214,322,892,14572
233,4146,317,891,14646
234,4064,329,893,14714
235,4013,320,892,14775
236,3954,321,894,14831
237,3889,339,879,14893
238,3826,339,876,14959
239,3792,299,872,15037
240,3733,322,840,15105
241,3682,309,817,15192
242,3651,313,811,15225
243,3612,301,809,15278
244,3571,302,806,15321
245,3533,283,800,15384
246,3507,272,796,15425
247,3481,269,790,15460
248,3449,264,775,15512
249,3450,257,768,15525
250,3423,260,763,15554
251,3381,265,769,15585
252,3339,255,764,15642
253,3331,261,741,15667
254,3326,248,731,15695
255,3291,262,716,15731
256,3292,237,732,15739
257,3280,217,715,15788
258,3267,227,695,15811
259,3280,210,662,15848
260,3280,215,631,15874
261,3282,222,622,15874
262,3262,228,587,15923
263,3252,217,591,15940
264,3255,217,580,15948
265,3286,188,573,15953
266,3300,190,558,15952
267,3316,196,537,15951
268,3324,170,525,15981
269,3355,165,507,15973
270,3393,158,499,15950
271,3439,144,494,15923
272,3458,161,470,15911
273,3478,158,473,15891
274,3510,151,466,15873
275,3540,155,465,15840
276,3567,154,443,15836
277,3599,150,435,15816
278,3625,141,436,15798
279,3656,141,427,15776
280,3681,149,417,15753
281,3728,138,425,15709
282,3745,157,395,15703
283,3760,159,400,15681
284,3778,167,400,15655
285,3830,140,405,15625
286,3866,145,380,15609
287,3900,136,390,15574
288,3925,144,374,15557
289,3943,155,366,15536
290,3972,158,361,15509
291,4016,150,365,15469
292,4064,147,358,15431
293,4113,159,364,15364
294,4120,157,375,15348
295,4142,153,377,15328
296,4173,140,397,15290
297,4200,151,388,15261
298,4223,144,393,15240
299,4239,152,384,15225
300,4256,147,402,15195
301,4287,151,407,15155
302,4304,155,399,15142
303,4322,166,404,15108
304,4326,174,421,15079
305,4353,152,437,15058
306,4352,162,429,15057
307,4371,161,428,15040
308,4365,175,433,15027
309,4371,159,458,15012
310,4386,155,475,14984
311,4382,167,472,14979
312,4396,157,475,14972
313,4387,181,477,14955
314,4415,173,487,14925
315,4413,182,471,14934
316,4415,178,492,14915
317,4433,178,476,14913
318,4457,182,485,14876
319,4453,193,484,14870
320,4480,205,486,14829
321,4485,232,483,14800
322,4492,243,470,14795
323,4506,220,484,14790
324,4510,234,483,14773
325,4530,221,499,14750
326,4519,230,504,14747
327,4534,219,527,14720
328,4540,217,536,14707
329,4548,215,540,14697
330,4533,220,552,14695
331,4517,233,561,14689
332,4521,208,577,14694
333,4510,235,565,14690
334,4509,215,593,14683
335,4508,233,580,14679
336,4507,238,579,14676
337,4514,228,586,14672
338,4513,244,582,14661
339,4497,247,585,14671
340,4490,232,597,14681
341,4472,258,604,14666
342,4467,250,612,14671
343,4466,254,623,14657
344,4461,263,625,14651
