Jour,Susceptible,Exposed,Infected,recovered
0,19972,8,20,0
1,19957,18,23,2
2,19939,27,30,4
3,19919,41,31,9
4,19905,44,38,13
5,19888,49,44,19
6,19859,60,60,21
7,19811,88,67,34
8,19766,93,94,47
9,19697,131,110,62
10,19623,146,158,73
11,19522,185,199,94
12,19378,237,269,116
13,19197,304,342,157
14,18960,420,412,208
15,18691,529,516,264
16,18356,684,618,342
17,17961,837,792,410
18,17524,947,1022,507
19,16884,1236,1233,647
20,16148,1474,1566,812
21,15277,1778,1939,1006
22,14227,2188,2313,1272
23,13155,2431,2825,1589
24,11920,2753,3370,1957
25,10548,3098,3925,2429
26,9127,3340,4574,2959
27,7783,3439,5275,3503
28,6531,3432,5875,4162
29,5353,3459,6268,4920
30,4357,3238,6655,5750
31,3437,3000,6966,6597
32,2715,2673,7044,7568
33,2130,2357,7040,8473
34,1682,2025,6969,9324
35,1361,1687,6754,10198
36,1099,1430,6441,11030
37,891,1229,6026,11854
38,762,1016,5612,12610
39,670,810,5186,13334
40,607,628,4804,13961
41,568,503,4360,14569
42,534,448,3942,15076
43,519,377,3537,15567
44,516,294,3199,15991
45,522,251,2869,16358
46,538,197,2568,16697
47,553,179,2292,16976
48,554,163,2039,17244
49,574,143,1811,17472
50,623,106,1622,17649
51,659,103,1431,17807
52,692,94,1263,17951
53,739,88,1126,18047
54,776,86,1007,18131
55,794,74,923,18209
56,821,78,824,18277
57,858,74,729,18339
58,903,70,667,18360
59,954,54,590,18402
60,992,55,519,18434
61,1048,50,448,18454
62,1103,54,395,18448
63,1158,55,354,18433
64,1205,47,324,18424
65,1252,46,280,18422
66,1309,37,261,18393
67,1363,32,219,18386
68,1409,28,195,18368
69,1465,22,174,18339
70,1525,25,153,18297
71,1580,26,141,18253
72,1642,26,127,18205
73,1713,19,116,18152
74,1781,20,107,18092
75,1847,21,89,18043
76,1904,19,81,17996
77,1951,21,75,17953
78,2009,15,72,17904
79,2067,10,67,17856
80,2125,12,56,17807
81,2171,12,51,17766
82,2242,8,47,17703
83,2299,7,46,17648
84,2350,10,39,17601
85,2412,9,36,17543
86,2474,12,33,17481
87,2534,12,31,17423
88,2605,5,36,17354
89,2662,7,35,17296
90,2727,5,35,17233
91,2785,7,31,17177
92,2836,10,27,17127
93,2881,7,33,17079
94,2932,6,28,17034
95,2983,9,24,16984
96,3023,12,22,16943
97,3074,12,24,16890
98,3125,12,25,16838
99,3167,10,25,16798
100,3219,8,25,16748
101,3264,9,25,16702
102,3309,7,24,16660
103,3357,7,24,16612
104,3391,7,24,16578
105,3434,7,24,16535
106,3466,9,23,16502
107,3512,7,21,16460
108,3555,8,18,16419
109,3607,5,22,16366
110,3666,5,22,16307
111,3716,7,17,16260
112,3757,7,17,16219
113,3802,9,18,16171
114,3841,11,19,16129
115,3882,10,17,16091
116,3935,5,19,16041
117,3987,6,17,15990
118,4037,7,14,15942
119,4075,7,16,15902
120,4121,8,13,15858
121,4161,9,15,15815
122,4193,10,13,15784
123,4231,10,16,15743
124,4268,10,18,15704
125,4307,10,17,15666
126,4352,11,17,15620
127,4383,10,21,15586
128,4412,8,20,15560
129,4451,6,16,15527
130,4493,11,13,15483
131,4544,9,12,15435
132,4579,8,13,15400
133,4619,10,9,15362
134,4663,8,12,15317
135,4706,9,15,15270
136,4748,7,17,15228
137,4796,4,20,15180
138,4833,7,23,15137
139,4876,6,25,15093
140,4916,8,24,15052
141,4951,9,26,15014
142,5002,12,19,14967
143,5031,12,22,14935
144,5078,12,26,14884
145,5115,11,27,14847
146,5145,15,26,14814
147,5178,16,29,14777
148,5216,17,32,14735
149,5243,19,38,14700
150,5285,19,41,14655
151,5318,19,46,14617
152,5352,23,45,14580
153,5385,17,53,14545
154,5407,17,56,14520
155,5429,24,49,14498
156,5474,29,48,14449
157,5509,27,49,14415
158,5525,30,55,14390
159,5538,24,61,14377
160,5567,33,63,14337
161,5592,34,71,14303
162,5622,37,68,14273
163,5650,40,69,14241
164,5675,43,71,14211
165,5698,37,75,14190
166,5722,29,73,14176
167,5740,38,72,14150
168,5765,36,82,14117
169,5786,43,84,14087
170,5799,50,87,14064
171,5828,54,89,14029
172,5847,42,95,14016
173,5868,45,101,13986
174,5874,50,106,13970
175,5905,49,111,13935
176,5928,44,115,13913
177,5935,59,108,13898
178,5952,60,119,13869
179,5961,65,128,13846
180,5962,71,137,13830
181,5977,70,140,13813
182,5994,67,145,13794
183,5999,63,154,13784
184,6007,72,162,13759
185,6002,90,170,13738
186,6004,95,173,13728
187,5999,97,191,13713
188,5994,95,213,13698
189,5986,101,225,13688
190,5997,96,233,13674
191,5991,118,223,13668
192,5982,108,246,13664
193,5979,108,262,13651
194,5971,121,271,13637
195,5954,137,276,13633
196,5935,146,283,13636
197,5926,143,306,13625
198,5906,151,321,13622
199,5873,163,332,13632
200,5835,195,340,13630
201,5811,186,366,13637
202,5785,181,377,13657
203,5755,181,404,13660
204,5714,190,429,13667
205,5675,195,458,13672
206,5628,217,474,13681
207,5584,208,488,13720
208,5536,232,482,13750
209,5495,245,502,13758
210,5460,237,527,13776
211,5393,275,516,13816
212,5351,256,559,13834
213,5293,281,562,13864
214,5267,283,558,13892
215,5220,277,591,13912
216,5145,300,620,13935
217,5091,318,628,13963
218,5013,335,652,14000
219,4961,308,699,14032
220,4889,314,730,14067
221,4812,329,740,14119
222,4750,334,740,14176
223,4693,319,744,14244
224,4625,339,757,14279
225,4586,312,812,14290
226,4530,318,798,14354
227,4461,331,780,14428
228,4407,324,794,14475
229,4328,345,800,14527
230,4256,353,809,14582
231,4187,350,836,14627
232,4114,368,848,14670
233,4074,327,859,14740
234,4032,327,843,14798
235,3983,310,850,14857
236,3924,333,834,14909
237,3876,299,866,14959
238,3818,306,852,15024
239,3781,302,844,15073
240,3758,279,850,15113
241,3711,282,859,15148
242,3672,285,854,15189
243,3662,288,825,15225
244,3634,284,818,15264
245,3602,274,812,15312
246,3569,284,811,15336
247,3526,294,799,15381
248,3479,292,800,15429
249,3456,287,798,15459
250,3431,273,799,15497
251,3429,263,754,15554
252,3391,272,746,15591
253,3390,259,734,15617
254,3363,258,721,15658
255,3342,261,706,15691
256,3331,256,698,15715
257,3331,248,680,15741
258,3344,219,680,15757
259,3320,231,656,15793
260,3332,206,650,15812
261,3329,217,632,15822
262,3330,212,609,15849
263,3340,211,597,15852
264,3367,207,577,15849
265,3365,209,574,15852
266,3373,213,551,15863
267,3402,191,556,15851
268,3402,192,552,15854
269,3439,180,556,15825
270,3452,203,534,15811
271,3465,193,528,15814
272,3473,204,535,15788
273,3497,178,543,15782
274,3521,172,538,15769
275,3556,182,518,15744
276,3588,184,505,15723
277,3600,195,501,15704
278,3623,185,497,15695
279,3667,156,504,15673
280,3679,177,479,15665
281,3701,185,453,15661
282,3720,184,446,15650
283,3744,177,442,15637
284,3771,177,419,15633
285,3805,161,414,15620
286,3829,170,406,15595
287,3848,175,401,15576
288,3873,153,414,15560
289,3904,152,423,15521
290,3952,141,427,15480
291,3964,163,415,15458
292,3993,164,414,15429
293,4030,153,412,15405
294,4050,183,415,15352
295,4065,175,426,15334
296,4085,182,414,15319
297,4097,194,406,15303
298,4125,173,431,15271
299,4125,179,414,15282
300,4160,185,411,15244
301,4180,177,439,15204
302,4211,171,434,15184
303,4215,178,421,15186
304,4240,163,420,15177
305,4275,158,433,15134
306,4288,174,418,15120
307,4290,177,422,15111
308,4309,179,421,15091
309,4324,181,435,15060
310,4325,196,436,15043
