Jour,Susceptible,Exposed,Infected,recovered
0,19965,15,20,0
1,19951,23,22,4
2,19932,28,32,8
3,19915,30,43,12
4,19887,45,50,18
5,19848,65,59,28
6,19809,76,79,36
7,19756,98,98,48
8,19692,125,122,61
9,19608,160,154,78
10,19514,199,190,97
11,19378,262,241,119
12,19221,327,303,149
13,19019,405,393,183
14,18707,563,495,235
15,18357,685,659,299
16,17963,825,834,378
17,17434,1024,1056,486
18,16789,1257,1334,620
19,16016,1547,1650,787
20,15164,1770,2058,1008
21,14077,2168,2480,1275
22,12890,2559,2940,1611
23,11648,2834,3531,1987
24,10281,3178,4082,2459
25,8940,3392,4696,2972
26,7605,3529,5270,3596
27,6357,3592,5744,4307
28,5219,3487,6248,5046
29,4153,3352,6603,5892
30,3277,3066,6876,6781
31,2595,2723,7059,7623
32,2071,2355,7032,8542
33,1681,2033,6810,9476
34,1372,1684,6591,10353
35,1146,1402,6244,11208
36,944,1191,5854,12011
37,823,961,5501,12715
38,703,813,5067,13417
39,628,644,4634,14094
40,605,533,4224,14638
41,567,452,3806,15175
42,556,363,3414,15667
43,554,300,3081,16065
44,551,262,2752,16435
45,552,229,2445,16774
46,580,201,2169,17050
47,603,173,1907,17317
48,623,158,1687,17532
49,652,133,1507,17708
50,684,109,1338,17869
51,713,106,1153,18028
52,742,103,1040,18115
53,793,86,911,18210
54,828,86,826,18260
55,868,74,730,18328
56,913,71,659,18357
57,948,61,588,18403
58,984,60,517,18439
59,1037,58,461,18444
60,1091,50,412,18447
61,1148,47,382,18423
62,1194,49,340,18417
63,1246,36,312,18406
64,1304,39,273,18384
65,1350,37,248,18365
66,1401,35,224,18340
67,1454,32,203,18311
68,1510,31,180,18279
69,1555,35,163,18247
70,1608,28,164,18200
71,1670,27,147,18156
72,1722,29,128,18121
73,1779,26,118,18077
74,1825,32,114,18029
75,1879,24,117,17980
76,1944,21,108,17927
77,1988,21,102,17889
78,2034,21,93,17852
79,2095,19,94,17792
80,2144,17,91,17748
81,2188,22,74,17716
82,2229,15,72,17684
83,2287,14,65,17634
84,2356,10,63,17571
85,2396,17,58,17529
86,2451,15,55,17479
87,2511,12,53,17424
88,2563,11,47,17379
89,2615,12,45,17328
90,2667,7,46,17280
91,2722,10,41,17227
