Jour,Susceptible,Exposed,Infected,recovered
0,19970,10,20,0
1,19955,20,23,2
2,19944,23,28,5
3,19920,36,38,6
4,19894,42,44,20
5,19863,55,57,25
6,19821,75,71,33
7,19764,103,89,44
8,19722,105,118,55
9,19641,149,142,68
10,19536,202,177,85
11,19407,261,221,111
12,19261,289,312,138
13,19047,402,374,177
14,18814,479,487,220
15,18498,604,614,284
16,18111,765,756,368
17,17633,959,953,455
18,17036,1195,1181,588
19,16360,1381,1500,759
20,15598,1606,1836,960
21,14619,1997,2165,1219
22,13586,2268,2640,1506
23,12372,2564,3189,1875
24,11093,2865,3764,2278
25,9696,3143,4380,2781
26,8345,3318,4970,3367
27,7039,3385,5587,3989
28,5824,3357,6106,4713
29,4709,3261,6549,5481
30,3787,3053,6808,6352
31,2997,2792,6956,7255
32,2374,2490,6960,8176
33,1859,2201,6871,9069
34,1496,1860,6652,9992
35,1209,1578,6329,10884
36,977,1304,6028,11691
37,835,1086,5606,12473
38,730,886,5179,13205
39,654,713,4740,13893
40,591,584,4332,14493
41,544,485,3958,15013
42,533,378,3634,15455
43,523,308,3268,15901
44,513,269,2910,16308
45,508,215,2621,16656
46,514,187,2336,16963
47,548,161,2110,17181
48,575,148,1844,17433
49,605,132,1663,17600
50,634,126,1487,17753
51,656,111,1342,17891
52,706,93,1196,18005
53,750,81,1071,18098
54,803,71,954,18172
55,839,67,857,18237
56,870,66,763,18301
57,916,57,691,18336
58,976,51,625,18348
59,1021,60,538,18381
60,1080,57,473,18390
61,1127,55,424,18394
62,1174,50,392,18384
63,1213,43,351,18393
64,1258,49,300,18393
65,1309,43,271,18377
66,1355,35,254,18356
67,1417,31,226,18326
68,1462,30,199,18309
69,1510,31,183,18276
70,1562,29,168,18241
71,1610,30,157,18203
72,1668,30,146,18156
73,1729,26,133,18112
74,1781,27,119,18073
75,1834,25,117,18024
76,1897,22,107,17974
77,1958,16,103,17923
78,2018,15,94,17873
79,2073,13,83,17831
80,2118,12,76,17794
81,2177,18,62,17743
82,2229,9,61,17701
83,2281,10,56,17653
84,2334,6,55,17605
85,2392,7,45,17556
86,2443,7,41,17509
87,2495,8,36,17461
88,2540,5,30,17425
89,2605,3,27,17365
90,2653,5,24,17318
91,2697,9,19,17275
92,2752,5,19,17224
93,2803,5,18,17174
94,2848,2,20,17130
95,2903,4,17,17076
96,2947,4,16,17033
97,2993,2,11,16994
98,3036,4,11,16949
99,3098,4,11,16887
100,3148,2,11,16839
101,3196,3,12,16789
102,3246,4,10,16740
103,3288,3,10,16699
104,3356,5,7,16632
105,3409,1,10,16580
106,3460,3,8,16529
107,3495,1,11,16493
108,3531,3,9,16457
109,3580,3,10,16407
110,3622,1,10,16367
111,3675,2,8,16315
112,3716,1,10,16273
113,3765,1,8,16226
114,3801,1,5,16193
115,3842,1,5,16152
116,3892,3,5,16100
117,3941,3,4,16052
118,3983,4,3,16010
119,4034,4,3,15959
120,4069,3,4,15924
121,4122,3,2,15873
122,4166,2,2,15830
123,4213,2,2,15783
124,4256,2,2,15740
125,4298,1,3,15698
126,4347,1,3,15649
127,4401,2,2,15595
128,4454,2,2,15542
129,4501,3,2,15494
130,4542,3,2,15453
131,4583,1,4,15412
132,4624,0,3,15373
133,4659,1,3,15337
134,4695,1,2,15302
135,4735,1,1,15263
136,4766,1,1,15232
137,4804,1,0,15195
138,4841,1,0,15158
139,4880,1,0,15119
140,4921,1,0,15078
141,4968,1,0,15031
142,5021,0,1,14978
143,5062,0,1,14937
144,5109,0,1,14890
145,5159,0,1,14840
146,5207,0,1,14792
147,5264,0,0,14736
148,5308,0,0,14692
149,5347,0,0,14653
150,5384,0,0,14616
151,5433,0,0,14567
152,5465,0,0,14535
153,5499,0,0,14501
154,5549,0,0,14451
155,5582,0,0,14418
156,5632,0,0,14368
157,5672,0,0,14328
158,5703,0,0,14297
159,5735,0,0,14265
160,5781,0,0,14219
161,5812,0,0,14188
162,5857,0,0,14143
163,5888,0,0,14112
164,5929,0,0,14071
165,5963,0,0,14037
166,6002,0,0,13998
167,6047,0,0,13953
168,6082,0,0,13918
169,6114,0,0,13886
170,6155,0,0,13845
171,6188,0,0,13812
172,6226,0,0,13774
173,6266,0,0,13734
174,6306,0,0,13694
175,6352,0,0,13648
176,6392,0,0,13608
177,6436,0,0,13564
178,6474,0,0,13526
179,6510,0,0,13490
180,6543,0,0,13457
181,6582,0,0,13418
182,6620,0,0,13380
183,6657,0,0,13343
184,6686,0,0,13314
185,6720,0,0,13280
186,6757,0,0,13243
187,6789,0,0,13211
188,6821,0,0,13179
189,6863,0,0,13137
190,6894,0,0,13106
191,6941,0,0,13059
192,6989,0,0,13011
193,7023,0,0,12977
194,7055,0,0,12945
195,7091,0,0,12909
196,7120,0,0,12880
197,7167,0,0,12833
198,7197,0,0,12803
199,7228,0,0,12772
200,7252,0,0,12748
201,7290,0,0,12710
202,7324,0,0,12676
203,7369,0,0,12631
204,7407,0,0,12593
205,7438,0,0,12562
206,7473,0,0,12527
207,7508,0,0,12492
208,7542,0,0,12458
209,7580,0,0,12420
210,7608,0,0,12392
211,7641,0,0,12359
212,7676,0,0,12324
213,7701,0,0,12299
214,7733,0,0,12267
215,7772,0,0,12228
216,7798,0,0,12202
217,7831,0,0,12169
218,7860,0,0,12140
219,7891,0,0,12109
220,7929,0,0,12071
221,7961,0,0,12039
222,7994,0,0,12006
223,8025,0,0,11975
224,8054,0,0,11946
225,8088,0,0,11912
226,8119,0,0,11881
227,8152,0,0,11848
228,8180,0,0,11820
229,8211,0,0,11789
230,8245,0,0,11755
231,8274,0,0,11726
232,8299,0,0,11701
233,8330,0,0,11670
234,8363,0,0,11637
235,8393,0,0,11607
236,8426,0,0,11574
237,8459,0,0,11541
238,8491,0,0,11509
239,8519,0,0,11481
240,8544,0,0,11456
241,8584,0,0,11416
242,8619,0,0,11381
243,8650,0,0,11350
244,8676,0,0,11324
245,8708,0,0,11292
246,8731,0,0,11269
247,8763,0,0,11237
248,8807,0,0,11193
249,8835,0,0,11165
250,8864,0,0,11136
251,8893,0,0,11107
252,8924,0,0,11076
253,8951,0,0,11049
254,8972,0,0,11028
255,9008,0,0,10992
256,9042,0,0,10958
257,9065,0,0,10935
258,9100,0,0,10900
259,9131,0,0,10869
260,9164,0,0,10836
261,9199,0,0,10801
262,9226,0,0,10774
263,9252,0,0,10748
264,9279,0,0,10721
265,9314,0,0,10686
266,9350,0,0,10650
267,9388,0,0,10612
268,9419,0,0,10581
269,9448,0,0,10552
270,9490,0,0,10510
271,9526,0,0,10474
272,9546,0,0,10454
273,9578,0,0,10422
274,9610,0,0,10390
275,9632,0,0,10368
276,9664,0,0,10336
277,9694,0,0,10306
278,9723,0,0,10277
279,9752,0,0,10248
280,9771,0,0,10229
281,9794,0,0,10206
282,9826,0,0,10174
283,9857,0,0,10143
284,9879,0,0,10121
285,9906,0,0,10094
286,9938,0,0,10062
287,9965,0,0,10035
288,9991,0,0,10009
289,10015,0,0,9985
290,10040,0,0,9960
291,10066,0,0,9934
292,10101,0,0,9899
293,10123,0,0,9877
294,10151,0,0,9849
295,10170,0,0,9830
296,10206,0,0,9794
297,10236,0,0,9764
298,10260,0,0,9740
299,10279,0,0,9721
300,10310,0,0,9690
301,10329,0,0,9671
302,10354,0,0,9646
303,10376,0,0,9624
304,10392,0,0,9608
305,10419,0,0,9581
306,10457,0,0,9543
307,10487,0,0,9513
308,10510,0,0,9490
309,10541,0,0,9459
310,10566,0,0,9434
311,10593,0,0,9407
312,10620,0,0,9380
313,10648,0,0,9352
314,10673,0,0,9327
315,10700,0,0,9300
316,10728,0,0,9272
317,10752,0,0,9248
318,10779,0,0,9221
319,10800,0,0,9200
320,10830,0,0,9170
321,10855,0,0,9145
322,10879,0,0,9121
323,10913,0,0,9087
324,10936,0,0,9064
325,10968,0,0,9032
326,10996,0,0,9004
327,11019,0,0,8981
328,11045,0,0,8955
329,11070,0,0,8930
330,11083,0,0,8917
331,11103,0,0,8897
332,11132,0,0,8868
333,11156,0,0,8844
334,11176,0,0,8824
335,11201,0,0,8799
336,11237,0,0,8763
337,11263,0,0,8737
338,11287,0,0,8713
339,11318,0,0,8682
340,11343,0,0,8657
341,11362,0,0,8638
342,11386,0,0,8614
343,11409,0,0,8591
344,11425,0,0,8575
345,11443,0,0,8557
346,11462,0,0,8538
347,11494,0,0,8506
348,11516,0,0,8484
349,11544,0,0,8456
350,11566,0,0,8434
351,11586,0,0,8414
352,11609,0,0,8391
353,11634,0,0,8366
354,11650,0,0,8350
355,11675,0,0,8325
356,11702,0,0,8298
357,11728,0,0,8272
358,11744,0,0,8256
359,11769,0,0,8231
360,11797,0,0,8203
361,11822,0,0,8178
362,11842,0,0,8158
363,11862,0,0,8138
364,11884,0,0,8116
365,11909,0,0,8091
366,11938,0,0,8062
367,11959,0,0,8041
368,11978,0,0,8022
369,11999,0,0,8001
370,12021,0,0,7979
371,12036,0,0,7964
372,12054,0,0,7946
373,12079,0,0,7921
374,12104,0,0,7896
375,12121,0,0,7879
376,12146,0,0,7854
377,12164,0,0,7836
378,12181,0,0,7819
379,12201,0,0,7799
380,12213,0,0,7787
381,12251,0,0,7749
382,12275,0,0,7725
383,12307,0,0,7693
384,12324,0,0,7676
385,12349,0,0,7651
386,12370,0,0,7630
387,12394,0,0,7606
388,12407,0,0,7593
389,12426,0,0,7574
390,12446,0,0,7554
391,12467,0,0,7533
392,12478,0,0,7522
393,12503,0,0,7497
394,12522,0,0,7478
395,12542,0,0,7458
396,12568,0,0,7432
397,12593,0,0,7407
398,12618,0,0,7382
399,12645,0,0,7355
400,12670,0,0,7330
401,12693,0,0,7307
402,12714,0,0,7286
403,12734,0,0,7266
404,12757,0,0,7243
405,12778,0,0,7222
406,12795,0,0,7205
407,12815,0,0,7185
408,12835,0,0,7165
409,12863,0,0,7137
410,12879,0,0,7121
411,12895,0,0,7105
412,12910,0,0,7090
413,12927,0,0,7073
414,12960,0,0,7040
415,12977,0,0,7023
416,12992,0,0,7008
417,13006,0,0,6994
418,13036,0,0,6964
419,13059,0,0,6941
420,13081,0,0,6919
421,13094,0,0,6906
422,13118,0,0,6882
423,13139,0,0,6861
424,13164,0,0,6836
425,13192,0,0,6808
426,13212,0,0,6788
427,13231,0,0,6769
428,13256,0,0,6744
429,13280,0,0,6720
430,13301,0,0,6699
431,13320,0,0,6680
432,13341,0,0,6659
433,13355,0,0,6645
434,13367,0,0,6633
435,13384,0,0,6616
436,13397,0,0,6603
437,13410,0,0,6590
438,13433,0,0,6567
439,13449,0,0,6551
440,13474,0,0,6526
441,13496,0,0,6504
442,13510,0,0,6490
443,13524,0,0,6476
444,13543,0,0,6457
445,13559,0,0,6441
446,13575,0,0,6425
447,13588,0,0,6412
448,13608,0,0,6392
449,13627,0,0,6373
450,13645,0,0,6355
451,13662,0,0,6338
452,13681,0,0,6319
453,13694,0,0,6306
454,13713,0,0,6287
455,13729,0,0,6271
456,13744,0,0,6256
457,13757,0,0,6243
458,13770,0,0,6230
459,13781,0,0,6219
460,13799,0,0,6201
461,13815,0,0,6185
462,13826,0,0,6174
463,13835,0,0,6165
464,13851,0,0,6149
465,13866,0,0,6134
466,13883,0,0,6117
467,13908,0,0,6092
468,13927,0,0,6073
469,13942,0,0,6058
470,13956,0,0,6044
471,13973,0,0,6027
472,13996,0,0,6004
473,14018,0,0,5982
474,14033,0,0,5967
475,14051,0,0,5949
476,14071,0,0,5929
477,14081,0,0,5919
478,14095,0,0,5905
479,14115,0,0,5885
480,14136,0,0,5864
481,14154,0,0,5846
482,14163,0,0,5837
483,14186,0,0,5814
484,14198,0,0,5802
485,14217,0,0,5783
486,14239,0,0,5761
487,14252,0,0,5748
488,14266,0,0,5734
489,14283,0,0,5717
490,14291,0,0,5709
491,14308,0,0,5692
492,14325,0,0,5675
493,14339,0,0,5661
494,14359,0,0,5641
495,14374,0,0,5626
496,14389,0,0,5611
497,14411,0,0,5589
498,14426,0,0,5574
499,14445,0,0,5555
500,14466,0,0,5534
501,14478,0,0,5522
502,14490,0,0,5510
503,14504,0,0,5496
504,14516,0,0,5484
505,14539,0,0,5461
506,14551,0,0,5449
507,14561,0,0,5439
508,14575,0,0,5425
509,14588,0,0,5412
510,14603,0,0,5397
511,14617,0,0,5383
512,14633,0,0,5367
513,14647,0,0,5353
514,14663,0,0,5337
515,14679,0,0,5321
516,14689,0,0,5311
517,14699,0,0,5301
518,14712,0,0,5288
519,14726,0,0,5274
520,14743,0,0,5257
521,14757,0,0,5243
522,14772,0,0,5228
523,14791,0,0,5209
524,14808,0,0,5192
525,14818,0,0,5182
526,14835,0,0,5165
527,14851,0,0,5149
528,14870,0,0,5130
529,14883,0,0,5117
530,14901,0,0,5099
531,14919,0,0,5081
532,14924,0,0,5076
533,14935,0,0,5065
534,14965,0,0,5035
535,14980,0,0,5020
536,14997,0,0,5003
537,15014,0,0,4986
538,15029,0,0,4971
539,15045,0,0,4955
540,15051,0,0,4949
541,15059,0,0,4941
542,15079,0,0,4921
543,15090,0,0,4910
544,15099,0,0,4901
545,15111,0,0,4889
546,15123,0,0,4877
547,15138,0,0,4862
548,15154,0,0,4846
549,15166,0,0,4834
550,15179,0,0,4821
551,15184,0,0,4816
552,15195,0,0,4805
553,15208,0,0,4792
554,15226,0,0,4774
555,15236,0,0,4764
556,15252,0,0,4748
557,15265,0,0,4735
558,15279,0,0,4721
559,15288,0,0,4712
560,15302,0,0,4698
561,15314,0,0,4686
562,15329,0,0,4671
563,15343,0,0,4657
564,15359,0,0,4641
565,15378,0,0,4622
566,15393,0,0,4607
567,15413,0,0,4587
568,15428,0,0,4572
569,15443,0,0,4557
570,15453,0,0,4547
571,15465,0,0,4535
572,15478,0,0,4522
573,15493,0,0,4507
574,15504,0,0,4496
575,15520,0,0,4480
576,15533,0,0,4467
577,15545,0,0,4455
578,15559,0,0,4441
579,15577,0,0,4423
580,15600,0,0,4400
581,15611,0,0,4389
582,15631,0,0,4369
583,15648,0,0,4352
584,15663,0,0,4337
585,15670,0,0,4330
586,15683,0,0,4317
587,15695,0,0,4305
588,15707,0,0,4293
589,15721,0,0,4279
590,15734,0,0,4266
591,15745,0,0,4255
592,15752,0,0,4248
593,15764,0,0,4236
594,15778,0,0,4222
595,15785,0,0,4215
596,15798,0,0,4202
597,15808,0,0,4192
598,15820,0,0,4180
599,15839,0,0,4161
600,15849,0,0,4151
601,15860,0,0,4140
602,15870,0,0,4130
603,15881,0,0,4119
604,15888,0,0,4112
605,15896,0,0,4104
606,15908,0,0,4092
607,15924,0,0,4076
608,15932,0,0,4068
609,15945,0,0,4055
610,15956,0,0,4044
611,15965,0,0,4035
612,15976,0,0,4024
613,15986,0,0,4014
614,15994,0,0,4006
615,16004,0,0,3996
616,16014,0,0,3986
617,16021,0,0,3979
618,16031,0,0,3969
619,16043,0,0,3957
620,16053,0,0,3947
621,16060,0,0,3940
622,16069,0,0,3931
623,16083,0,0,3917
624,16097,0,0,3903
625,16116,0,0,3884
626,16119,0,0,3881
627,16125,0,0,3875
628,16134,0,0,3866
629,16144,0,0,3856
630,16147,0,0,3853
631,16154,0,0,3846
632,16167,0,0,3833
633,16178,0,0,3822
634,16192,0,0,3808
635,16206,0,0,3794
636,16218,0,0,3782
637,16227,0,0,3773
638,16240,0,0,3760
639,16251,0,0,3749
640,16258,0,0,3742
641,16269,0,0,3731
642,16280,0,0,3720
643,16288,0,0,3712
644,16297,0,0,3703
645,16312,0,0,3688
646,16327,0,0,3673
647,16336,0,0,3664
648,16341,0,0,3659
649,16347,0,0,3653
650,16358,0,0,3642
651,16367,0,0,3633
652,16371,0,0,3629
653,16379,0,0,3621
654,16388,0,0,3612
655,16400,0,0,3600
656,16410,0,0,3590
657,16424,0,0,3576
658,16435,0,0,3565
659,16445,0,0,3555
660,16455,0,0,3545
661,16463,0,0,3537
662,16478,0,0,3522
663,16483,0,0,3517
664,16494,0,0,3506
665,16508,0,0,3492
666,16514,0,0,3486
667,16525,0,0,3475
668,16534,0,0,3466
669,16545,0,0,3455
670,16554,0,0,3446
671,16563,0,0,3437
672,16575,0,0,3425
673,16585,0,0,3415
674,16595,0,0,3405
675,16607,0,0,3393
676,16616,0,0,3384
677,16625,0,0,3375
678,16631,0,0,3369
679,16645,0,0,3355
680,16652,0,0,3348
681,16658,0,0,3342
682,16662,0,0,3338
683,16670,0,0,3330
684,16679,0,0,3321
685,16683,0,0,3317
686,16690,0,0,3310
687,16700,0,0,3300
688,16706,0,0,3294
689,16717,0,0,3283
690,16723,0,0,3277
691,16734,0,0,3266
692,16743,0,0,3257
693,16749,0,0,3251
694,16758,0,0,3242
695,16765,0,0,3235
696,16774,0,0,3226
697,16780,0,0,3220
698,16792,0,0,3208
699,16802,0,0,3198
700,16808,0,0,3192
701,16816,0,0,3184
702,16819,0,0,3181
703,16828,0,0,3172
704,16838,0,0,3162
705,16848,0,0,3152
706,16859,0,0,3141
707,16870,0,0,3130
708,16878,0,0,3122
709,16885,0,0,3115
710,16894,0,0,3106
711,16908,0,0,3092
712,16918,0,0,3082
713,16928,0,0,3072
714,16935,0,0,3065
715,16946,0,0,3054
716,16954,0,0,3046
717,16965,0,0,3035
718,16972,0,0,3028
719,16984,0,0,3016
720,16990,0,0,3010
721,17005,0,0,2995
722,17020,0,0,2980
723,17031,0,0,2969
724,17037,0,0,2963
725,17043,0,0,2957
726,17047,0,0,2953
727,17059,0,0,2941
728,17070,0,0,2930
729,17081,0,0,2919
