Jour,Susceptible,Exposed,Infected,recovered
0,19966,14,20,0
1,19950,18,31,1
2,19932,24,40,4
3,19904,35,49,12
4,19877,49,55,19
5,19826,84,59,31
6,19783,92,80,45
7,19731,114,98,57
8,19652,148,134,66
9,19572,173,169,86
10,19477,200,208,115
11,19332,269,270,129
12,19122,367,357,154
13,18910,424,473,193
14,18573,614,548,265
15,18223,728,714,335
16,17750,912,917,421
17,17174,1146,1127,553
18,16536,1347,1434,683
19,15775,1588,1771,866
20,14876,1895,2129,1100
21,13857,2200,2534,1409
22,12675,2569,3021,1735
23,11373,2864,3645,2118
24,10022,3148,4224,2606
25,8676,3299,4871,3154
26,7279,3471,5481,3769
27,6046,3470,6016,4468
28,4904,3400,6478,5218
29,3952,3102,6896,6050
30,3147,2871,7056,6926
31,2482,2581,7097,7840
32,1972,2253,6991,8784
33,1585,1890,6797,9728
34,1269,1587,6512,10632
35,1030,1320,6193,11457
36,856,1077,5829,12238
37,751,868,5382,12999
38,662,707,4939,13692
39,602,576,4489,14333
40,562,469,4027,14942
41,522,400,3640,15438
42,504,338,3288,15870
43,509,273,2954,16264
44,504,235,2684,16577
45,523,192,2414,16871
46,542,184,2138,17136
47,560,155,1913,17372
48,588,131,1705,17576
49,605,121,1521,17753
50,648,113,1342,17897
51,688,91,1205,18016
52,731,82,1084,18103
53,768,85,982,18165
54,810,74,865,18251
55,871,65,777,18287
56,899,66,669,18366
57,947,63,596,18394
58,989,58,536,18417
59,1038,57,475,18430
60,1093,47,436,18424
61,1141,44,401,18414
62,1199,40,370,18391
63,1247,41,327,18385
64,1303,40,289,18368
65,1371,43,259,18327
66,1430,38,248,18284
67,1485,35,230,18250
68,1526,31,212,18231
69,1551,40,183,18226
70,1615,22,182,18181
71,1663,26,170,18141
72,1714,23,151,18112
73,1767,27,140,18066
74,1835,23,135,18007
75,1894,19,127,17960
76,1940,21,115,17924
77,1986,21,112,17881
78,2046,16,104,17834
79,2106,14,87,17793
80,2161,14,78,17747
81,2228,16,67,17689
82,2280,11,63,17646
83,2331,13,57,17599
84,2379,16,52,17553
85,2427,12,50,17511
86,2484,7,51,17458
87,2522,13,47,17418
88,2574,12,44,17370
89,2608,7,48,17337
90,2653,9,43,17295
91,2716,8,42,17234
92,2775,10,39,17176
93,2820,9,35,17136
94,2869,11,33,17087
95,2920,13,32,17035
96,2975,12,27,16986
97,3021,13,26,16940
98,3069,12,26,16893
99,3124,7,29,16840
100,3182,4,29,16785
101,3233,6,23,16738
102,3280,8,22,16690
103,3328,9,25,16638
104,3377,9,27,16587
105,3407,12,26,16555
106,3453,11,28,16508
107,3493,12,25,16470
108,3544,11,29,16416
109,3590,12,30,16368
110,3634,8,35,16323
111,3688,7,30,16275
112,3729,10,26,16235
113,3789,8,26,16177
114,3828,10,26,16136
115,3862,12,30,16096
116,3915,10,29,16046
117,3963,13,26,15998
