Jour,Susceptible,Exposed,Infected,recovered
0,19963,17,20,0
1,19955,16,25,4
2,19934,32,28,6
3,19918,37,37,8
4,19886,54,48,12
5,19845,77,58,20
6,19801,94,76,29
7,19742,110,108,40
8,19672,136,140,52
9,19565,184,183,68
10,19458,216,234,92
11,19288,306,284,122
12,19074,402,367,157
13,18813,506,481,200
14,18488,641,605,266
15,18136,735,791,338
16,17690,908,966,436
17,17111,1164,1174,551
18,16389,1432,1477,702
19,15602,1675,1799,924
20,14588,2049,2192,1171
21,13534,2328,2644,1494
22,12340,2632,3162,1866
23,11050,2919,3768,2263
24,9663,3182,4386,2769
25,8280,3398,4947,3375
26,6974,3410,5589,4027
27,5777,3427,6038,4758
28,4679,3400,6316,5605
29,3786,3114,6750,6350
30,3031,2878,6875,7216
31,2421,2488,6997,8094
32,1905,2211,6900,8984
33,1504,1891,6788,9817
34,1226,1605,6427,10742
35,1022,1326,6103,11549
36,859,1093,5705,12343
37,740,935,5241,13084
38,654,768,4849,13729
39,598,627,4434,14341
40,544,533,4019,14904
41,522,430,3652,15396
42,525,349,3288,15838
43,514,320,2895,16271
44,527,260,2611,16602
45,531,212,2369,16888
46,548,188,2112,17152
47,579,147,1925,17349
48,617,132,1717,17534
49,668,105,1525,17702
50,702,116,1322,17860
51,728,87,1210,17975
52,780,77,1055,18088
53,810,71,919,18200
54,857,59,823,18261
55,894,58,738,18310
56,949,51,676,18324
57,992,60,585,18363
58,1032,58,517,18393
59,1086,63,461,18390
60,1134,60,402,18404
61,1193,42,351,18414
62,1244,39,314,18403
63,1296,40,296,18368
64,1351,41,268,18340
65,1400,38,247,18315
66,1459,35,222,18284
67,1512,33,203,18252
68,1575,24,181,18220
69,1633,26,162,18179
70,1690,23,151,18136
71,1748,22,131,18099
72,1807,23,120,18050
73,1861,17,109,18013
74,1911,21,92,17976
75,1964,26,85,17925
76,1999,32,81,17888
77,2053,20,82,17845
78,2109,22,78,17791
79,2161,18,71,17750
80,2205,22,69,17704
81,2259,19,67,17655
82,2316,18,61,17605
83,2368,16,62,17554
84,2414,14,65,17507
85,2466,15,55,17464
