Jour,Susceptible,Exposed,Infected,recovered
0,19963,17,20,0
1,19957,12,31,0
2,19936,31,26,7
3,19920,32,40,8
4,19893,47,44,16
5,19863,51,62,24
6,19819,75,72,34
7,19785,80,91,44
8,19729,104,113,54
9,19662,128,140,70
10,19570,168,173,89
11,19456,211,223,110
12,19307,276,274,143
13,19127,338,348,187
14,18889,449,416,246
15,18597,541,553,309
16,18254,678,695,373
17,17816,863,838,483
18,17313,1036,1048,603
19,16708,1282,1279,731
20,16045,1476,1593,886
21,15182,1815,1928,1075
22,14191,2088,2380,1341
23,13078,2385,2880,1657
24,11832,2740,3385,2043
25,10532,3039,3952,2477
26,9166,3293,4545,2996
27,7889,3381,5137,3593
28,6599,3458,5708,4235
29,5479,3344,6236,4941
30,4383,3258,6634,5725
31,3486,3087,6880,6547
32,2776,2768,7000,7456
33,2169,2474,7006,8351
34,1717,2149,6898,9236
35,1386,1805,6625,10184
36,1136,1516,6291,11057
37,946,1262,5939,11853
38,808,1051,5532,12609
39,711,837,5178,13274
40,650,674,4735,13941
41,611,547,4365,14477
42,566,473,3962,14999
43,543,374,3607,15476
44,539,311,3263,15887
45,527,287,2914,16272
46,543,220,2626,16611
47,559,187,2350,16904
48,588,154,2065,17193
49,610,144,1824,17422
50,621,141,1617,17621
51,654,128,1448,17770
52,693,105,1291,17911
53,736,92,1154,18018
54,772,88,1029,18111
55,819,78,930,18173
56,865,69,835,18231
57,892,77,739,18292
58,947,71,674,18308
59,1000,64,602,18334
60,1040,59,537,18364
61,1085,58,470,18387
62,1126,48,424,18402
63,1167,52,374,18407
64,1231,43,337,18389
65,1293,41,297,18369
66,1349,40,266,18345
67,1402,42,238,18318
68,1443,36,221,18300
69,1516,34,194,18256
70,1555,36,185,18224
71,1595,33,169,18203
72,1650,24,163,18163
73,1710,20,145,18125
74,1768,20,132,18080
75,1825,24,123,18028
76,1884,24,114,17978
77,1930,26,103,17941
78,1975,20,94,17911
79,2016,27,89,17868
80,2061,26,80,17833
81,2106,25,73,17796
82,2156,21,73,17750
83,2204,16,69,17711
84,2262,12,66,17660
85,2309,14,55,17622
86,2364,12,50,17574
87,2406,13,51,17530
88,2444,17,44,17495
89,2512,15,39,17434
90,2558,12,37,17393
91,2618,15,35,17332
92,2649,16,33,17302
93,2693,17,33,17257
94,2727,7,40,17226
95,2778,8,40,17174
96,2827,6,42,17125
97,2883,8,40,17069
98,2933,8,37,17022
99,2975,8,37,16980
100,3011,11,33,16945
101,3057,14,31,16898
102,3103,15,32,16850
103,3158,15,30,16797
104,3207,11,34,16748
105,3247,15,32,16706
106,3304,9,37,16650
107,3351,9,34,16606
108,3404,7,28,16561
109,3450,11,27,16512
110,3492,7,30,16471
111,3543,7,27,16423
112,3587,10,25,16378
113,3628,8,29,16335
114,3680,9,24,16287
115,3734,6,24,16236
116,3776,5,22,16197
117,3823,7,22,16148
118,3866,8,20,16106
119,3911,11,22,16056
120,3963,4,26,16007
121,4013,6,23,15958
122,4052,7,19,15922
123,4094,4,21,15881
124,4142,1,21,15836
