Jour,Susceptible,Exposed,Infected,recovered
0,19969,11,20,0
1,19953,21,25,1
2,19939,20,37,4
3,19915,34,42,9
4,19884,48,53,15
5,19849,56,73,22
6,19797,79,91,33
7,19731,117,110,42
8,19642,161,147,50
9,19535,211,187,67
10,19401,264,245,90
11,19234,323,331,112
12,19003,434,410,153
13,18736,547,517,200
14,18417,667,659,257
15,17966,867,816,351
16,17502,997,1047,454
17,16803,1318,1284,595
18,16063,1538,1640,759
19,15174,1852,2002,972
20,14095,2241,2423,1241
21,12913,2538,3013,1536
22,11595,2911,3574,1920
23,10215,3199,4177,2409
24,8817,3390,4815,2978
25,7496,3481,5387,3636
26,6231,3483,5959,4327
27,5083,3412,6354,5151
28,4114,3142,6765,5979
29,3232,2920,6963,6885
30,2573,2604,7021,7802
31,2023,2322,6930,8725
32,1616,1973,6824,9587
33,1290,1655,6558,10497
34,1075,1364,6176,11385
35,889,1143,5772,12196
36,754,945,5380,12921
37,668,768,4995,13569
38,617,611,4585,14187
39,576,494,4157,14773
40,536,416,3757,15291
41,515,356,3384,15745
42,504,319,3016,16161
43,526,246,2729,16499
44,539,214,2422,16825
45,581,185,2177,17057
46,596,176,1941,17287
47,618,154,1749,17479
48,653,127,1584,17636
49,675,120,1417,17788
50,700,104,1256,17940
51,743,91,1104,18062
52,786,86,973,18155
53,822,84,855,18239
54,865,65,784,18286
55,907,64,700,18329
56,940,70,620,18370
57,988,58,563,18391
58,1038,51,493,18418
59,1084,47,445,18424
60,1132,38,398,18432
61,1182,39,366,18413
62,1233,38,328,18401
63,1281,38,294,18387
64,1334,38,253,18375
65,1376,34,227,18363
66,1435,34,207,18324
67,1483,34,192,18291
68,1537,33,176,18254
69,1576,35,154,18235
70,1623,28,146,18203
71,1671,26,142,18161
72,1733,23,131,18113
73,1771,21,125,18083
74,1818,23,115,18044
75,1867,31,104,17998
76,1925,24,106,17945
77,1991,17,97,17895
78,2053,13,87,17847
79,2104,14,83,17799
80,2150,15,75,17760
81,2226,14,68,17692
82,2284,14,61,17641
83,2335,13,58,17594
84,2397,15,54,17534
85,2439,12,55,17494
86,2491,10,52,17447
87,2535,13,46,17406
88,2585,9,45,17361
89,2634,10,38,17318
90,2681,10,37,17272
